,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2015-07-25_64,64,Taylor Swift,Shake It Off,40,4,47,2015-07-25
2015-07-25_65,65,Taylor Swift,We Are Never Ever Getting Back Together,41,2,92,2015-07-25
2015-07-25_66,66,Sakurako Ohara,Manatsu No Taiyo,78,66,2,2015-07-25
2015-07-25_67,67,Owl City,Mobile Orchestra,0,67,1,2015-07-25
2015-07-25_68,68,OMI,Cheerleader,49,46,3,2015-07-25
2015-07-25_69,69,Shamir,On the Regular,0,69,1,2015-07-25
2015-07-25_70,70,Sandaime J Soul Brothers from EXILE TRIBE,J.S.B. Dream,59,44,4,2015-07-25
2015-07-25_71,71,Kimaguren,Life,62,10,8,2015-07-25
2015-07-25_72,72,Mariya Nishiuchi,Arigato Forever,52,6,10,2015-07-25
2015-07-25_73,73,The Chemical Brothers,Bornin The Echoes,97,73,2,2015-07-25
2015-07-25_74,74,Ikimono-gakari,Anata,91,3,10,2015-07-25
2015-07-25_75,75,Dreams Come True,This Is It! You're The One! I Knew It!,0,75,1,2015-07-25
2015-07-25_76,76,Beck,Dreams,39,18,4,2015-07-25
2015-07-25_77,77,Linked Horizon,Guren No Yumiya,76,1,28,2015-07-25
2015-07-25_78,78,BIGBANG,Fantastic Baby,73,42,11,2015-07-25
2015-07-25_79,79,SEKAI NO OWARI,Dragon Night,63,2,40,2015-07-25
2015-07-25_80,80,Kana Nishino,Darling,50,2,41,2015-07-25
2015-07-25_81,81,[Alexandros],Wataridori,30,3,12,2015-07-25
2015-07-25_82,82,Gesu No Kiwami Otome.,Ryoukitekina Kiss Wo Watashi Ni Shite,89,82,2,2015-07-25
2015-07-25_83,83,"Rim Hoshizora (Riho Iida),Maki Nishikino (Pile),Hanayo Koizumi (Yurika Kubo)","Hello,Hoshi Wo Kazoete",20,20,2,2015-07-25
2015-07-25_84,84,LAMP IN TERREN,Mei,0,84,1,2015-07-25
2015-07-25_85,85,GLIM SPANKY,Real Onigokko,84,84,2,2015-07-25
2015-07-25_86,86,Pharrell Williams,Happy,64,5,74,2015-07-25
2015-07-25_87,87,Yanaginagi,Haru Modoki,65,10,6,2015-07-25
2015-07-25_88,88,Eir Aoi,Lapis Lazuli,60,7,11,2015-07-25
2015-07-25_89,89,QUARTET NIGHT,Evolution Eve,22,3,3,2015-07-25
2015-07-25_90,90,Girls' Generation,Check,0,90,1,2015-07-25
2015-07-25_91,91,chay,Anata Ni Koi Wo Shite Mimashita,51,6,23,2015-07-25
2015-07-25_92,92,Daisuke Kitagawa,Hama No Odoriko,0,92,1,2015-07-25
2015-07-25_93,93,Ariana Grande Featuring Zedd,Break Free,53,19,34,2015-07-25
2015-07-25_94,94,Crystal Kay,Kimi Ga Ita Kara,66,21,9,2015-07-25
2015-07-25_95,95,Maroon 5,Sugar,28,19,25,2015-07-25
2015-07-25_96,96,WALK THE MOON,Shut Up And Dance,94,89,5,2015-07-25
2015-07-25_97,97,Dreams Come True,A.I.Shi.Te.Ru No Sign -Watashitachi No Mirai Yosoz,0,97,1,2015-07-25
2015-07-25_98,98,Crazy Ken Band,Yubiwa,34,34,2,2015-07-25
2015-07-25_99,99,Taylor Swift Featuring Kendrick Lamar,Bad Blood,61,20,7,2015-07-25
2015-07-25_100,100,SCANDAL,Stamp!,0,100,1,2015-07-25
2015-08-01_1,1,M`S,Bokutachi Ha Hitotsu No Hikari,0,1,1,2015-08-01
2015-08-01_2,2,NMB48,Durian Shounen,28,2,2,2015-08-01
2015-08-01_3,3,Sandaime J Soul Brothers from EXILE TRIBE,Summer Madness,1,1,7,2015-08-01
2015-08-01_4,4,Carly Rae Jepsen,I Really Like You,16,4,20,2015-08-01
2015-08-01_5,5,Idoling!!!,Cheering You!!!,0,5,1,2015-08-01
2015-08-01_6,6,M`S,Sunny Day Song,2,2,2,2015-08-01
2015-08-01_7,7,JUJU,Playback,4,4,4,2015-08-01
2015-08-01_8,8,Ringo Sheena,Nagaku Mijikai Matsuri,11,8,2,2015-08-01
2015-08-01_9,9,Gesu No Kiwami Otome.,Romance Ga Ariamaru,3,2,7,2015-08-01
2015-08-01_10,10,Girls' Generation,Party,22,10,2,2015-08-01
2015-08-01_11,11,M`S,Angelic Angel,5,1,3,2015-08-01
2015-08-01_12,12,UNISON SQUARE GARDEN,Sugar  Song To Bitter Step,6,1,10,2015-08-01
2015-08-01_13,13,Little Glee Monster,Jinsei Ha Ichido Kiri/Gaogao All Star,55,13,2,2015-08-01
2015-08-01_14,14,Sandaime J Soul Brothers from EXILE TRIBE,R.Y.U.S.E.I,7,1,59,2015-08-01
2015-08-01_15,15,Yumemiru Adolescence,Summer Nude Adolescence,0,15,1,2015-08-01
2015-08-01_16,16,Gesu No Kiwami Otome.,Watashi Igai Watashi Ja Nai No,9,3,17,2015-08-01
2015-08-01_17,17,Kana Nishino,Moshimo Unmei No Hito Ga Iru No Nara,10,2,12,2015-08-01
2015-08-01_18,18,M`S,Future Style,0,18,1,2015-08-01
2015-08-01_19,19,DOBERMAN INFINITY,Say Yeah!!,0,19,1,2015-08-01
2015-08-01_20,20,SKY-HI,Seaside Bound,0,20,1,2015-08-01
2015-08-01_21,21,Takamiy,Yuuwaku No Taiyou,0,21,1,2015-08-01
2015-08-01_22,22,SEKAI NO OWARI,Anti-Hero,0,22,1,2015-08-01
2015-08-01_23,23,Hibiki Tachibana (Aoi Yuuki),Genkai Toppa G-beat,0,23,1,2015-08-01
2015-08-01_24,24,Ken Yokoyama,I Won't Turn Off My Radio,8,8,2,2015-08-01
2015-08-01_25,25,Smallpools,Dreaming,26,25,3,2015-08-01
2015-08-01_26,26,Yuma Nakayama,Tokoton Got It,0,26,1,2015-08-01
2015-08-01_27,27,Gen Hoshino,Sun,12,4,12,2015-08-01
2015-08-01_28,28,Phillip Phillips,"Gone, Gone, Gone",0,28,1,2015-08-01
2015-08-01_29,29,Wiz Khalifa Featuring Charlie Puth,See You Again,18,7,14,2015-08-01
2015-08-01_30,30,Straightener,No -Inochi No Ato Ni Saita Hana-,0,30,1,2015-08-01
2015-08-01_31,31,Superfly,Beautiful,13,5,13,2015-08-01
2015-08-01_32,32,Fairies,Soushi Souai Destination,0,32,1,2015-08-01
2015-08-01_33,33,Rei Yasuda,Tweedia,0,33,1,2015-08-01
2015-08-01_34,34,Sakurako Ohara,Manatsu No Taiyou,0,34,1,2015-08-01
2015-08-01_35,35,Dream Ami,Dress Wo Nuida Cinderella,0,35,1,2015-08-01
2015-08-01_36,36,White Flame Feat. Miku Hatsune,Senbonzakura,36,36,5,2015-08-01
2015-08-01_37,37,Sphere,Vivid Brilliant Door!,0,37,1,2015-08-01
2015-08-01_38,38,Charisma.com,Otsubone Rock,33,33,2,2015-08-01
2015-08-01_39,39,B'z,Red,21,1,8,2015-08-01
2015-08-01_40,40,Motohiro Hata,Himawari No Yakusoku,39,2,50,2015-08-01
2015-08-01_41,41,Kana Nishino,Suki,56,4,24,2015-08-01
2015-08-01_42,42,Coalamode.,Dan Dan Dan,32,32,2,2015-08-01
2015-08-01_43,43,Junho (From 2PM),So Good,0,43,1,2015-08-01
2015-08-01_44,44,Owl City Featuring Aloe Blacc,Verge,0,44,1,2015-08-01
2015-08-01_45,45,Aldious,Die For you,20,20,2,2015-08-01
2015-08-01_46,46,The Chemical Brothers,Go,0,46,1,2015-08-01
2015-08-01_47,47,Nogizaka46,Taiyou Knock,49,47,2,2015-08-01
2015-08-01_48,48,Shiggy Jr.,Summer Time Love,25,2,7,2015-08-01
2015-08-01_49,49,Seiko Omori,Magic Mirror,0,49,1,2015-08-01
2015-08-01_50,50,The Strypes,Get Into It,0,50,1,2015-08-01
2015-08-01_51,51,Dreams Come True,Nando Demo,34,34,5,2015-08-01
2015-08-01_52,52,E-Girls,Anniversary!!,38,9,11,2015-08-01
2015-08-01_53,53,BUMP OF CHICKEN,"Hello, World!",42,1,13,2015-08-01
2015-08-01_54,54,Suchmos,YMM,44,44,3,2015-08-01
2015-08-01_55,55,back number,Sister,35,5,13,2015-08-01
2015-08-01_56,56,AKB48,Koi Suru Fortune Cookie,47,1,67,2015-08-01
2015-08-01_57,57,HY,my friend,0,57,1,2015-08-01
2015-08-01_58,58,AKB48,Bokutachi Ha Tatakawanai,41,2,12,2015-08-01
2015-08-01_59,59,Taylor Swift,Shake It Off,64,4,48,2015-08-01
2015-08-01_60,60,BIGBANG,Fantastic Baby,78,42,12,2015-08-01
2015-08-01_61,61,Maroon 5,Sugar,95,19,26,2015-08-01
2015-08-01_62,62,Hysteric Panic,Rising San,0,62,1,2015-08-01
2015-08-01_63,63,OMI,Cheerleader,68,46,4,2015-08-01
2015-08-01_64,64,Owl City & Carly Rae Jepsen,Good Time,0,2,51,2015-08-01
2015-08-01_65,65,NEWS,Chumu Chumu,17,1,6,2015-08-01
2015-08-01_66,66,Hanako Oku,Garnet,0,66,1,2015-08-01
2015-08-01_67,67,Taylor Swift,Red,0,67,1,2015-08-01
2015-08-01_68,68,Dreams Come True,Dear Riley,0,68,1,2015-08-01
2015-08-01_69,69,Kazuyoshi Saito,Semete Iko Ze!,0,69,1,2015-08-01
2015-08-01_70,70,Sexy Zone,Cha Cha Cha Champion,23,2,3,2015-08-01
2015-08-01_71,71,Pharrell Williams,Happy,86,5,75,2015-08-01
2015-08-01_72,72,Afrojack Featuring Mike Taylor,SummerThing!,0,72,1,2015-08-01
2015-08-01_73,73,BIGBANG,Sober,24,24,2,2015-08-01
2015-08-01_74,74,BIGBANG,Bang Bang Bang,52,11,6,2015-08-01
2015-08-01_75,75,SuG,teenAge dream,0,75,1,2015-08-01
2015-08-01_76,76,"Maria (Yoko Hikasa), Tsubasa Kazanari (Nana Mizuki)",Seiten Galaxy Cross,14,14,2,2015-08-01
2015-08-01_77,77,WALK THE MOON,Shut Up And Dance,96,77,6,2015-08-01
2015-08-01_78,78,Linked Horizon,Guren No Yumiya,77,1,29,2015-08-01
2015-08-01_79,79,Shamir,On the Regular,69,69,2,2015-08-01
2015-08-01_80,80,Carly Rae Jepsen,Call Me Maybe,0,3,63,2015-08-01
2015-08-01_81,81,Especia,Aviator,0,81,1,2015-08-01
2015-08-01_82,82,SCANDAL,Stamp!,100,82,2,2015-08-01
2015-08-01_83,83,Mark Ronson Featuring Bruno Mars,Uptown Funk!,53,12,35,2015-08-01
2015-08-01_84,84,Mr. Children,Starting Over,0,69,2,2015-08-01
2015-08-01_85,85,Rihwa,To: Summer,48,48,2,2015-08-01
2015-08-01_86,86,Sandaime J Soul Brothers from EXILE TRIBE,J.S.B. Dream,70,44,5,2015-08-01
2015-08-01_87,87,MARGINAL#4,UFO,0,87,1,2015-08-01
2015-08-01_88,88,Years & Years,King,0,88,1,2015-08-01
2015-08-01_89,89,Sandaime J Soul Brothers from EXILE TRIBE feat.SLASH,Storm Riders,60,2,15,2015-08-01
2015-08-01_90,90,Arashi,"Aozora No Shita,Kimi No Tonari",46,1,14,2015-08-01
2015-08-01_91,91,Kyuso Nekokami,Mega Shake It!,0,91,1,2015-08-01
2015-08-01_92,92,Kana Nishino,Darling,80,2,42,2015-08-01
2015-08-01_93,93,Hanako Oku,Kawaranai Mono,0,93,1,2015-08-01
2015-08-01_94,94,Hanako Oku,Kusabi,0,94,1,2015-08-01
2015-08-01_95,95,Dempagumi. Inc,Otsukare Summer,0,3,5,2015-08-01
2015-08-01_96,96,LAMP IN TERREN,Mei,84,84,2,2015-08-01
2015-08-01_97,97,UVERworld,Boku No Kotoba Dewa Nai Koreha Bokutachi No Kotoba,59,3,8,2015-08-01
2015-08-01_98,98,Girls' Generation,Check,90,90,2,2015-08-01
2015-08-01_99,99,Taylor Swift Featuring Kendrick Lamar,Bad Blood,99,20,8,2015-08-01
2015-08-01_100,100,Ariana Grande Featuring Zedd,Break Free,93,19,35,2015-08-01
2015-08-08_1,1,Nogizaka46,Taiyou Knock,47,1,3,2015-08-08
2015-08-08_2,2,Nana Mizuki,Exterminate,0,2,1,2015-08-08
2015-08-08_3,3,Sandaime J Soul Brothers from EXILE TRIBE,Summer Madness,3,1,8,2015-08-08
2015-08-08_4,4,AAA,Lover,0,4,1,2015-08-08
2015-08-08_5,5,Carly Rae Jepsen,I Really Like You,4,4,21,2015-08-08
2015-08-08_6,6,Sakurako Ohara,Manatsu No Taiyou,34,6,2,2015-08-08
2015-08-08_7,7,SCANDAL,Stamp!,82,7,3,2015-08-08
2015-08-08_8,8,JUJU,Playback,7,4,5,2015-08-08
2015-08-08_9,9,Angerme,Ups And Downs,0,9,1,2015-08-08
2015-08-08_10,10,Ringo Sheena,Nagaku Mijikai Matsuri,8,8,3,2015-08-08
2015-08-08_11,11,Kyuso Nekokami,Mega Shake It!,91,11,2,2015-08-08
2015-08-08_12,12,M`S,Bokutachi Ha Hitotsu No Hikari,1,1,2,2015-08-08
2015-08-08_13,13,Gesu No Kiwami Otome.,Romance Ga Ariamaru,9,2,8,2015-08-08
2015-08-08_14,14,NMB48,Durian Shounen,2,2,3,2015-08-08
2015-08-08_15,15,UNISON SQUARE GARDEN,Sugar  Song To Bitter Step,12,1,11,2015-08-08
2015-08-08_16,16,Sandaime J Soul Brothers from EXILE TRIBE,R.Y.U.S.E.I,14,1,60,2015-08-08
2015-08-08_17,17,High * Joker,High Jump No Limit,0,17,1,2015-08-08
2015-08-08_18,18,Kana Nishino,Moshimo Unmei No Hito Ga Iru No Nara,17,2,13,2015-08-08
2015-08-08_19,19,Beit,Smile Engage,0,19,1,2015-08-08
2015-08-08_20,20,Girls' Generation,Party,10,10,3,2015-08-08
2015-08-08_21,21,Leo Ieiri,Kimi Ga Kureta Natsu,0,21,1,2015-08-08
2015-08-08_22,22,Gesu No Kiwami Otome.,Watashi Igai Watashi Ja Nai No,16,3,18,2015-08-08
2015-08-08_23,23,F.CUZ,Two Of Us,0,23,1,2015-08-08
2015-08-08_24,24,Yutaka Kobayashi,Jounetsu Mango Senorita,0,24,1,2015-08-08
2015-08-08_25,25,SEKAI NO OWARI,Anti-Hero,22,22,2,2015-08-08
2015-08-08_26,26,SPYAIR,Firestarter,0,26,1,2015-08-08
2015-08-08_27,27,M`S,Sunny Day Song,6,2,3,2015-08-08
2015-08-08_28,28,M`S,Angelic Angel,11,1,4,2015-08-08
2015-08-08_29,29,EXILE SHOKICHI,Don`t Stop The Music,0,29,1,2015-08-08
2015-08-08_30,30,Kana Nishino,Suki,41,4,25,2015-08-08
2015-08-08_31,31,Gen Hoshino,Sun,27,4,13,2015-08-08
2015-08-08_32,32,Phillip Phillips,"Gone, Gone, Gone",28,28,2,2015-08-08
2015-08-08_33,33,Wiz Khalifa Featuring Charlie Puth,See You Again,29,7,15,2015-08-08
2015-08-08_34,34,Lovely DOLL,Calendar Girl,0,34,1,2015-08-08
2015-08-08_35,35,The Chemical Brothers,Go,46,35,2,2015-08-08
2015-08-08_36,36,Dance Earth Party Feat.The Skatalites + Imaichi Ry,Beautiful Name,0,36,1,2015-08-08
2015-08-08_37,37,Taylor Swift,Shake It Off,59,4,49,2015-08-08
2015-08-08_38,38,CODE-V,Shoudou,0,38,1,2015-08-08
2015-08-08_39,39,Sumire Uesaka,Inner Urge,0,39,1,2015-08-08
2015-08-08_40,40,Owl City & Carly Rae Jepsen,Good Time,64,2,52,2015-08-08
2015-08-08_41,41,Little Glee Monster,Jinsei Ha Ichido Kiri/Gaogao All Star,13,13,3,2015-08-08
2015-08-08_42,42,White Flame Feat. Miku Hatsune,Senbonzakura,36,36,6,2015-08-08
2015-08-08_43,43,Dream Ami,Dress Wo Nuida Cinderella,35,35,2,2015-08-08
2015-08-08_44,44,May`N,Yamaidare Darlin`,0,44,1,2015-08-08
2015-08-08_45,45,Superfly,Beautiful,31,5,14,2015-08-08
2015-08-08_46,46,Hanako Oku,Garnet,66,46,2,2015-08-08
2015-08-08_47,47,Motohiro Hata,Himawari No Yakusoku,40,2,51,2015-08-08
2015-08-08_48,48,Owl City Featuring Aloe Blacc,Verge,44,44,2,2015-08-08
2015-08-08_49,49,Hanako Oku,Kusabi,94,49,2,2015-08-08
2015-08-08_50,50,Muse,Mercy,0,50,5,2015-08-08
2015-08-08_51,51,Especia,Aviator,81,51,2,2015-08-08
2015-08-08_52,52,GALETTe,Air Summer,0,52,1,2015-08-08
2015-08-08_53,53,Maroon 5,Sugar,61,19,27,2015-08-08
2015-08-08_54,54,I Don't Like Mondays.,Fire,0,54,1,2015-08-08
2015-08-08_55,55,The Strypes,Get Into It,50,50,2,2015-08-08
2015-08-08_56,56,Yu Takahashi,Fukuwarai,0,4,3,2015-08-08
2015-08-08_57,57,f(x),Pinocchio [Danger],0,57,1,2015-08-08
2015-08-08_58,58,DOBERMAN INFINITY,Say Yeah!!,19,19,2,2015-08-08
2015-08-08_59,59,Taylor Swift,Red,67,59,2,2015-08-08
2015-08-08_60,60,nano.RIPE,Kodama Kotodama,0,60,1,2015-08-08
2015-08-08_61,61,Hanako Oku,Kawaranai Mono,93,61,2,2015-08-08
2015-08-08_62,62,B'z,Red,39,1,9,2015-08-08
2015-08-08_63,63,WALK THE MOON,Shut Up And Dance,77,63,7,2015-08-08
2015-08-08_64,64,Ken Yokoyama,I Won't Turn Off My Radio,24,8,3,2015-08-08
2015-08-08_65,65,OMI,Cheerleader,63,46,5,2015-08-08
2015-08-08_66,66,Dreams Come True,Dear Riley,68,66,2,2015-08-08
2015-08-08_67,67,Carly Rae Jepsen,Call Me Maybe,80,3,64,2015-08-08
2015-08-08_68,68,Yu Takahashi,Ashita Ha Kitto Iihi Ni Naru,0,15,8,2015-08-08
2015-08-08_69,69,Max,#Selfie -Onna Now-,0,69,1,2015-08-08
2015-08-08_70,70,BUMP OF CHICKEN,"Hello, World!",53,1,14,2015-08-08
2015-08-08_71,71,E-Girls,Anniversary!!,52,9,12,2015-08-08
2015-08-08_72,72,BIGBANG,Fantastic Baby,60,42,13,2015-08-08
2015-08-08_73,73,Kazuyoshi Saito,Semete Iko Ze!,69,69,2,2015-08-08
2015-08-08_74,74,Linked Horizon,Guren No Yumiya,78,1,30,2015-08-08
2015-08-08_75,75,Rei Yasuda,Tweedia,33,33,2,2015-08-08
2015-08-08_76,76,SEKAI NO OWARI,RPG,0,1,80,2015-08-08
2015-08-08_77,77,AKB48,Koi Suru Fortune Cookie,56,1,68,2015-08-08
2015-08-08_78,78,ALEXANDRA STAN & INNA Feat. Daddy Yankee,We Wanna,0,78,1,2015-08-08
2015-08-08_79,79,back number,Tegami,0,79,1,2015-08-08
2015-08-08_80,80,Pharrell Williams,Happy,71,5,76,2015-08-08
2015-08-08_81,81,STEREO DIVE FOUNDATION,Renegade,0,81,1,2015-08-08
2015-08-08_82,82,SEKAI NO OWARI,Dragon Night,0,2,41,2015-08-08
2015-08-08_83,83,N Zero,Dakishimete My Heart,0,83,1,2015-08-08
2015-08-08_84,84,Kana Nishino,Darling,92,2,43,2015-08-08
2015-08-08_85,85,Earphones,Soregaseiyu!,0,85,1,2015-08-08
2015-08-08_86,86,Kimaguren,Life,0,10,9,2015-08-08
2015-08-08_87,87,YUI,Summer Song,0,74,2,2015-08-08
2015-08-08_88,88,BIGBANG,Bang Bang Bang,74,11,7,2015-08-08
2015-08-08_89,89,Tube,Ah Natsuyasumi,0,46,6,2015-08-08
2015-08-08_90,90,Years & Years,King,88,88,2,2015-08-08
2015-08-08_91,91,Taylor Swift Featuring Kendrick Lamar,Bad Blood,99,20,9,2015-08-08
2015-08-08_92,92,Charisma.com,Otsubone Rock,38,33,3,2015-08-08
2015-08-08_93,93,Sam Smith,Restart,0,93,1,2015-08-08
2015-08-08_94,94,Crayon Pop,Rarirure,0,94,1,2015-08-08
2015-08-08_95,95,Arashi,"Aozora No Shita,Kimi No Tonari",90,1,15,2015-08-08
2015-08-08_96,96,Motoharu Sano & The Coyote Band,The Border,0,96,1,2015-08-08
2015-08-08_97,97,Sukima Switch,Kanade,0,64,4,2015-08-08
2015-08-08_98,98,Coalamode.,Dan Dan Dan,42,32,3,2015-08-08
2015-08-08_99,99,Ariana Grande Featuring Zedd,Break Free,100,19,36,2015-08-08
2015-08-08_100,100,Hibiki Tachibana (Aoi Yuuki),Genkai Toppa G-beat,23,23,2,2015-08-08
2015-08-15_1,1,Johnny's WEST,Bari Hapi,0,1,1,2015-08-15
2015-08-15_2,2,SEKAI NO OWARI,Anti-Hero,25,2,3,2015-08-15
2015-08-15_3,3,AAA,Lover,4,3,2,2015-08-15
2015-08-15_4,4,Sandaime J Soul Brothers from EXILE TRIBE,Summer Madness,3,1,9,2015-08-15
2015-08-15_5,5,Ringo Sheena,Nagaku Mijikai Matsuri,10,5,4,2015-08-15
2015-08-15_6,6,Nogizaka46,Taiyou Knock,1,1,4,2015-08-15
2015-08-15_7,7,Dream Ami,Dress Wo Nuida Cinderella,43,7,3,2015-08-15
2015-08-15_8,8,Carly Rae Jepsen,I Really Like You,5,4,22,2015-08-15
2015-08-15_9,9,AOA,Mune Kyun,0,9,1,2015-08-15
2015-08-15_10,10,Leo Ieiri,Kimi Ga Kureta Natsu,21,10,2,2015-08-15
2015-08-15_11,11,JUJU,Playback,8,4,6,2015-08-15
2015-08-15_12,12,Sakurako Ohara,Manatsu No Taiyou,6,6,3,2015-08-15
2015-08-15_13,13,Sandaime J Soul Brothers from EXILE TRIBE,R.Y.U.S.E.I,16,1,61,2015-08-15
2015-08-15_14,14,Nana Mizuki,Exterminate,2,2,2,2015-08-15
2015-08-15_15,15,Kishida Kyodan & THE Akeboshi Rockets,GATE Sore Ha Akatsuki No Youni,0,15,1,2015-08-15
2015-08-15_16,16,Kana Nishino,Moshimo Unmei No Hito Ga Iru No Nara,18,2,14,2015-08-15
2015-08-15_17,17,Gakuenseikatsubu,Friend Shi.Ta.I,0,17,1,2015-08-15
2015-08-15_18,18,Gesu No Kiwami Otome.,Romance Ga Ariamaru,13,2,9,2015-08-15
2015-08-15_19,19,Taylor Swift,Shake It Off,37,4,50,2015-08-15
2015-08-15_20,20,UNISON SQUARE GARDEN,Sugar  Song To Bitter Step,15,1,12,2015-08-15
2015-08-15_21,21,THE IDOLM@STER CINDERELLA GIRLS,The Idol M@Ster Cinderella Master Absolute Nine,0,21,1,2015-08-15
2015-08-15_22,22,Ayahi Takagaki,Rebirth-Day,0,22,1,2015-08-15
2015-08-15_23,23,Superfly,On Your Side,0,23,1,2015-08-15
2015-08-15_24,24,Phillip Phillips,"Gone, Gone, Gone",32,24,3,2015-08-15
2015-08-15_25,25,YUKI,Sukitte Nandarou...Namida,0,25,1,2015-08-15
2015-08-15_26,26,Gen Hoshino,Sun,31,4,14,2015-08-15
2015-08-15_27,27,ClariS,Anemone,0,27,1,2015-08-15
2015-08-15_28,28,Gesu No Kiwami Otome.,Watashi Igai Watashi Ja Nai No,22,3,19,2015-08-15
2015-08-15_29,29,MYNAME,Hello Again,0,29,1,2015-08-15
2015-08-15_30,30,Kana Nishino,Suki,30,4,26,2015-08-15
2015-08-15_31,31,EXILE TRIBE,24karats GOLD SOUL,0,31,1,2015-08-15
2015-08-15_32,32,NMB48,Durian Shounen,14,2,4,2015-08-15
2015-08-15_33,33,CHiCO with Honey Works,Pride Kakumei,0,33,1,2015-08-15
2015-08-15_34,34,I Don't Like Mondays.,Fire,54,34,2,2015-08-15
2015-08-15_35,35,Tokyo Ska Paradise Orchestra,Bakuon Love Song/Mekutta Orange,0,35,1,2015-08-15
2015-08-15_36,36,M`S,Bokutachi Ha Hitotsu No Hikari,12,1,3,2015-08-15
2015-08-15_37,37,Aimer,Last Stardust,0,37,1,2015-08-15
2015-08-15_38,38,Girls' Generation,Party,20,10,4,2015-08-15
2015-08-15_39,39,Wiz Khalifa Featuring Charlie Puth,See You Again,33,7,16,2015-08-15
2015-08-15_40,40,Kyuso Nekokami,Mega Shake It!,11,11,3,2015-08-15
2015-08-15_41,41,SCANDAL,Stamp!,7,7,4,2015-08-15
2015-08-15_42,42,White Flame Feat. Miku Hatsune,Senbonzakura,42,36,7,2015-08-15
2015-08-15_43,43,Motohiro Hata,Himawari No Yakusoku,47,2,52,2015-08-15
2015-08-15_44,44,777 Sisters,Bokura Ha Aozora Ni Naru,0,44,1,2015-08-15
2015-08-15_45,45,Owl City & Carly Rae Jepsen,Good Time,40,2,53,2015-08-15
2015-08-15_46,46,Passepied,Ura No Ura,0,46,1,2015-08-15
2015-08-15_47,47,RIP SLYME,Popcorn Nancy,0,47,1,2015-08-15
2015-08-15_48,48,WALK THE MOON,Shut Up And Dance,63,48,8,2015-08-15
2015-08-15_49,49,Little Glee Monster,Jinsei Ha Ichido Kiri/Gaogao All Star,41,13,4,2015-08-15
2015-08-15_50,50,M`S,Sunny Day Song,27,2,4,2015-08-15
2015-08-15_51,51,M`S,Angelic Angel,28,1,5,2015-08-15
2015-08-15_52,52,One Direction,Drag Me Down,0,52,1,2015-08-15
2015-08-15_53,53,Superfly,Beautiful,45,5,15,2015-08-15
2015-08-15_54,54,The Chemical Brothers,Go,35,35,3,2015-08-15
2015-08-15_55,55,E-Girls,Anniversary!!,71,9,13,2015-08-15
2015-08-15_56,56,Taylor Swift,Red,59,56,3,2015-08-15
2015-08-15_57,57,OMI,Cheerleader,65,46,6,2015-08-15
2015-08-15_58,58,KANA-BOON,Diver,0,58,1,2015-08-15
2015-08-15_59,59,Ray,Secret Arms,0,59,1,2015-08-15
2015-08-15_60,60,SEKAI NO OWARI,RPG,76,1,81,2015-08-15
2015-08-15_61,61,Pharrell Williams,Happy,80,5,77,2015-08-15
2015-08-15_62,62,Ringo Sheena,God. Nor Buddha,0,62,1,2015-08-15
2015-08-15_63,63,Chikuzen Sato Duet With Chris Hart,Harmonic,0,63,1,2015-08-15
2015-08-15_64,64,EXILE SHOKICHI,Don`t Stop The Music,29,29,2,2015-08-15
2015-08-15_65,65,DOBERMAN INFINITY,Say Yeah!!,58,19,3,2015-08-15
2015-08-15_66,66,Linked Horizon,Guren No Yumiya,74,1,31,2015-08-15
2015-08-15_67,67,Yo Hitoto,Hanamizuki,0,62,4,2015-08-15
2015-08-15_68,68,BUMP OF CHICKEN,"Hello, World!",70,1,15,2015-08-15
2015-08-15_69,69,Arashi,"Aozora No Shita,Kimi No Tonari",95,1,16,2015-08-15
2015-08-15_70,70,Maroon 5,Sugar,53,19,28,2015-08-15
2015-08-15_71,71,One Direction,What Makes You Beautiful,0,3,29,2015-08-15
2015-08-15_72,72,ALEXANDRA STAN & INNA Feat. Daddy Yankee,We Wanna,78,72,2,2015-08-15
2015-08-15_73,73,Carly Rae Jepsen,Call Me Maybe,67,3,65,2015-08-15
2015-08-15_74,74,Daisuke Kawakami,Koi No Meragira,0,74,1,2015-08-15
2015-08-15_75,75,Especia,Aviator,51,51,3,2015-08-15
2015-08-15_76,76,Sukima Switch,Kanade,97,64,5,2015-08-15
2015-08-15_77,77,flumpool,Natsu Yo Tomenaide -You`re Romantic,0,77,1,2015-08-15
2015-08-15_78,78,Kazuyoshi Saito,Semete Iko Ze!,73,69,3,2015-08-15
2015-08-15_79,79,Rake,"100 Mankai No ""I Love You""",0,58,2,2015-08-15
2015-08-15_80,80,SKE48,Maenomeri,0,80,1,2015-08-15
2015-08-15_81,81,BIGBANG,Fantastic Baby,72,42,14,2015-08-15
2015-08-15_82,82,AKB48,Koi Suru Fortune Cookie,77,1,69,2015-08-15
2015-08-15_83,83,Afrojack Featuring Mike Taylor,SummerThing!,0,72,2,2015-08-15
2015-08-15_84,84,Furimawasaretai,Heart Puru Puru Jiken Desu,0,84,1,2015-08-15
2015-08-15_85,85,Hanako Oku,Kusabi,49,49,3,2015-08-15
2015-08-15_86,86,Motoharu Sano & The Coyote Band,The Border,96,86,2,2015-08-15
2015-08-15_87,87,Dreams Come True,Dear Riley,66,66,3,2015-08-15
2015-08-15_88,88,SHISHAMO,Nettaiya,0,88,1,2015-08-15
