,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2011-04-09_1,1,Maximum The Hormone,Utsukushiki Hitobito No Uta,0,1,1,2011-04-09
2011-04-09_2,2,Lady Gaga,Born This Way,0,2,1,2011-04-09
2011-04-09_3,3,Rumer,Slow,0,3,1,2011-04-09
2011-04-09_4,4,Not Yet,Shumatsu Not Yet,0,4,1,2011-04-09
2011-04-09_5,5,Funky Monkey Babys,Runway Beat,0,5,1,2011-04-09
2011-04-09_6,6,KARA,Jet Coaster Love,0,6,1,2011-04-09
2011-04-09_7,7,Sakanaction,Rookie,0,7,1,2011-04-09
2011-04-09_8,8,AKB48,Sakura No Ki Ni Narou,0,8,1,2011-04-09
2011-04-09_9,9,Yuzu,Hey Wa,0,9,1,2011-04-09
2011-04-09_10,10,Far*East Movement Featuring Ryan Tedder,Rocketeer,0,10,1,2011-04-09
2011-04-16_1,1,Lady Gaga,Born This Way,2,1,2,2011-04-16
2011-04-16_2,2,Maximum The Hormone,Utsukushiki Hitobito No Uta,1,1,2,2011-04-16
2011-04-16_3,3,The Bawdies Featuring Al,I Love You Need You,0,3,1,2011-04-16
2011-04-16_4,4,Superfly,You & Me,0,4,1,2011-04-16
2011-04-16_5,5,KARA,Jet Coaster Love,6,5,2,2011-04-16
2011-04-16_6,6,AKB48,Sakura No Ki Ni Narou,8,6,2,2011-04-16
2011-04-16_7,7,Rumer,Slow,3,3,2,2011-04-16
2011-04-16_8,8,Sakanaction,Rookie,7,7,2,2011-04-16
2011-04-16_9,9,The Strokes,Under Cover Of Darkness,0,9,1,2011-04-16
2011-04-16_10,10,Not Yet,Shumatsu Not Yet,4,4,2,2011-04-16
2011-04-23_1,1,Mr. Children,Kazoe Uta,0,1,1,2011-04-23
2011-04-23_2,2,KARA,Jet Coaster Love,5,2,3,2011-04-23
2011-04-23_3,3,Tsuyoshi Domoto,En Wo Yuite,0,3,1,2011-04-23
2011-04-23_4,4,Yumi Matsutoya,Hitotsu No Koi Ga Owaru Toki,0,4,1,2011-04-23
2011-04-23_5,5,Ms. OOJA,Life,0,5,1,2011-04-23
2011-04-23_6,6,UVERworld,Mondo Piece,0,6,1,2011-04-23
2011-04-23_7,7,Morning Musume,Majidesuka Suka!,0,7,1,2011-04-23
2011-04-23_8,8,Lady Gaga,Born This Way,1,1,3,2011-04-23
2011-04-23_9,9,Maximum The Hormone,Utsukushiki Hitobito No Uta,2,1,3,2011-04-23
2011-04-23_10,10,The Bawdies Featuring Al,I Love You Need You,3,3,2,2011-04-23
2011-04-30_1,1,B'z,Sayonara Kizudarake No Hibi Yo,0,1,1,2011-04-30
2011-04-30_2,2,Ms. OOJA,Life,5,2,2,2011-04-30
2011-04-30_3,3,Mr. Children,Kazoe Uta,1,1,2,2011-04-30
2011-04-30_4,4,KARA,Jet Coaster Love,2,2,4,2011-04-30
2011-04-30_5,5,Nana Mizuki,Pop Master,0,5,1,2011-04-30
2011-04-30_6,6,Nana Mizuki,Scarlet Knight,0,6,1,2011-04-30
2011-04-30_7,7,Lady Gaga,Born This Way,8,1,4,2011-04-30
2011-04-30_8,8,Medi,How Would You Do It,0,8,1,2011-04-30
2011-04-30_9,9,Naoto Inti Raymi,Brave,0,9,1,2011-04-30
2011-04-30_10,10,SDN48,"Ai, Chuseyo",0,10,1,2011-04-30
2011-05-07_1,1,Kanjani 8,T.W.L.,0,1,1,2011-05-07
2011-05-07_2,2,Naoto Inti Raymi,Brave,9,2,2,2011-05-07
2011-05-07_3,3,Ms. OOJA,Life,2,2,3,2011-05-07
2011-05-07_4,4,Yu Takahashi,Fukuwarai,0,4,1,2011-05-07
2011-05-07_5,5,KARA,Jet Coaster Love,4,2,5,2011-05-07
2011-05-07_6,6,Medi,How Would You Do It,8,6,2,2011-05-07
2011-05-07_7,7,Lady Gaga,Judas,0,7,1,2011-05-07
2011-05-07_8,8,B'z,Sayonara Kizudarake No Hibi Yo,1,1,2,2011-05-07
2011-05-07_9,9,FTISLAND,Satisfaction,0,9,1,2011-05-07
2011-05-07_10,10,Kobukuro,"Ano Taiyo Ga, Kono Sekai Wo Terashi Tsuzukeru Yoni",0,10,1,2011-05-07
2011-05-14_1,1,Shojo Jidai,Mr. Taxi,0,1,1,2011-05-14
2011-05-14_2,2,Jang Keun-Suk,Let Me Cry,0,2,1,2011-05-14
2011-05-14_3,3,Kobukuro,"Ano Taiyo Ga, Kono Sekai Wo Terashi Tsuzukeru Yoni",10,3,2,2011-05-14
2011-05-14_4,4,Kanjani 8,T.W.L.,1,1,2,2011-05-14
2011-05-14_5,5,Namie Amuro Featuring Al & Anna Tsuchiya,Wonder Woman,0,5,1,2011-05-14
2011-05-14_6,6,Naoto Inti Raymi,Brave,2,2,3,2011-05-14
2011-05-14_7,7,KARA,Jet Coaster Love,5,2,6,2011-05-14
2011-05-14_8,8,SMAP,"Not Alone ""Shiawase Ni Narouyo""",0,8,1,2011-05-14
2011-05-14_9,9,Ms. OOJA,Life,3,2,4,2011-05-14
2011-05-14_10,10,Medi,How Would You Do It,6,6,3,2011-05-14
2011-05-21_1,1,Shojo Jidai,Mr. Taxi,0,1,2,2011-05-21
2011-05-21_2,2,Kobukuro,"Ano Taiyo Ga, Kono Sekai Wo Terashi Tsuzukeru Yoni",3,2,3,2011-05-21
2011-05-21_3,3,Noa Nowa,Have A Good Day!,0,3,1,2011-05-21
2011-05-21_4,4,MBLAQ,Your Luv,0,4,1,2011-05-21
2011-05-21_5,5,Passpo,Shojo Hiko,0,5,1,2011-05-21
2011-05-21_6,6,Ken Hirai,Itoshiki Hibi Yo,0,6,1,2011-05-21
2011-05-21_7,7,Jang Keun-Suk,Let Me Cry,2,2,2,2011-05-21
2011-05-21_8,8,Perfume,Laser Beam,0,8,1,2011-05-21
2011-05-21_9,9,SMAP,"Not Alone ""Shiawase Ni Narouyo""",8,8,2,2011-05-21
2011-05-21_10,10,The Alfee,Let It Go,0,10,1,2011-05-21
2011-05-28_1,1,Kanjani 8,My Home,0,1,1,2011-05-28
2011-05-28_2,2,BUMP OF CHICKEN,Smile,0,2,1,2011-05-28
2011-05-28_3,3,French Kiss,Kakko Warui I Love You!,0,3,1,2011-05-28
2011-05-28_4,4,Aiko,Koi No Super Ball,0,4,1,2011-05-28
2011-05-28_5,5,Tokyo Jihen,Sora Ga Natteiru,0,5,1,2011-05-28
2011-05-28_6,6,UVERworld,Core Pride,0,6,1,2011-05-28
2011-05-28_7,7,Noa Nowa,Have A Good Day!,3,3,2,2011-05-28
2011-05-28_8,8,Sandaime J Soul Brothers,Love Song,0,8,1,2011-05-28
2011-05-28_9,9,Shojo Jidai,Mr. Taxi,1,1,3,2011-05-28
2011-05-28_10,10,KREVA,"C'mon, Let's Go",0,10,1,2011-05-28
2011-06-04_1,1,Kat-Tun,White,0,1,1,2011-06-04
2011-06-04_2,2,Perfume,Laser Beam,0,2,1,2011-06-04
2011-06-04_3,3,2PM,Take Off,0,3,1,2011-06-04
2011-06-04_4,4,Diva,Tsuki No Uragawa,0,4,1,2011-06-04
2011-06-04_5,5,Kana Nishino,Esperanza,0,5,1,2011-06-04
2011-06-04_6,6,Maia Hirasawa,Boom!,0,6,1,2011-06-04
2011-06-04_7,7,BUMP OF CHICKEN,Smile,2,2,2,2011-06-04
2011-06-04_8,8,Jennifer Hudson,I Remember Me,0,8,1,2011-06-04
2011-06-04_9,9,Mao Abe,Motto.,0,9,1,2011-06-04
2011-06-04_10,10,Jennifer Lopez Featuring Pitbull,On The Floor,0,10,1,2011-06-04
2011-06-11_1,1,AKB48,"Everyday, Katyusha",0,1,1,2011-06-11
2011-06-11_2,2,Team Amuse!!,Let's Try Again,0,2,1,2011-06-11
2011-06-11_3,3,Lady Gaga,Judas,0,3,1,2011-06-11
2011-06-11_4,4,"Kaoru To Tomoki, Tamani Mucc.",Maru Maru Mori Mor!,0,4,1,2011-06-11
2011-06-11_5,5,Perfume,Laser Beam,2,2,2,2011-06-11
2011-06-11_6,6,Maia Hirasawa,Boom!,6,6,2,2011-06-11
2011-06-11_7,7,Tokio,Miageta Ryusel,0,7,1,2011-06-11
2011-06-11_8,8,GReeeeN,Every,0,8,1,2011-06-11
2011-06-11_9,9,Jennifer Hudson,I Remember Me,8,8,2,2011-06-11
2011-06-11_10,10,Yukie Sono,Home,0,10,1,2011-06-11
2011-06-18_1,1,AKB48,"Everyday, Katyusha",0,1,2,2011-06-18
2011-06-18_2,2,B'z,Don't Wanna Lie,0,2,1,2011-06-18
2011-06-18_3,3,YUI,"HELLO ""Paradise Kiss""",0,3,1,2011-06-18
2011-06-18_4,4,"Kaoru To Tomoki, Tamani Mucc.",Maru Maru Mori Mor!,4,4,2,2011-06-18
2011-06-18_5,5,Team Amuse!!,Let's Try Again,2,2,2,2011-06-18
2011-06-18_6,6,Quruli,Kiseki,0,6,1,2011-06-18
2011-06-18_7,7,Hanae,Hane,0,7,1,2011-06-18
2011-06-18_8,8,Lady Gaga,Judas,3,3,2,2011-06-18
2011-06-18_9,9,Perfume,Laser Beam,5,2,3,2011-06-18
2011-06-18_10,10,Hiromi Go,Egao Ni Kanpai!,0,10,1,2011-06-18
2011-06-25_1,1,Kanjani 8,Sanbyakurokujugo Nichi Kazoku,0,1,1,2011-06-25
2011-06-25_2,2,AKB48,"Everyday, Katyusha",1,1,3,2011-06-25
2011-06-25_3,3,Jessie J Featuring B.o.B,Price Tag,0,3,1,2011-06-25
2011-06-25_4,4,"Kaoru To Tomoki, Tamani Mucc.",Maru Maru Mori Mor!,4,4,3,2011-06-25
2011-06-25_5,5,Funky Monkey Babys,Soredemo Shinjiteru,0,5,1,2011-06-25
2011-06-25_6,6,Coldplay,Every Teardrop Is A Waterfall,0,6,1,2011-06-25
2011-06-25_7,7,B'z,Don't Wanna Lie,2,2,2,2011-06-25
2011-06-25_8,8,Super Junior,Bonamana,0,8,1,2011-06-25
2011-06-25_9,9,back number,Hanataba,0,9,1,2011-06-25
2011-06-25_10,10,YUI,"HELLO ""Paradise Kiss""",3,3,2,2011-06-25
2011-07-02_1,1,KinKi Kids,Time,0,1,1,2011-07-02
2011-07-02_2,2,"Kaoru To Tomoki, Tamani Mucc.",Maru Maru Mori Mor!,4,2,4,2011-07-02
2011-07-02_3,3,AKB48,"Everyday, Katyusha",2,1,4,2011-07-02
2011-07-02_4,4,back number,Hanataba,9,4,2,2011-07-02
2011-07-02_5,5,Superfly,Rollin' Days,0,5,1,2011-07-02
2011-07-02_6,6,Jessie J Featuring B.o.B,Price Tag,3,3,2,2011-07-02
2011-07-02_7,7,Choushinsei,"Kuriunnare ""Kimi Ni Aitakute""",0,7,1,2011-07-02
2011-07-02_8,8,Motohiro Hata,Minazuki,0,8,1,2011-07-02
2011-07-02_9,9,Coldplay,Every Teardrop Is A Waterfall,6,6,2,2011-07-02
2011-07-02_10,10,BEAST,Bad Girl,0,10,1,2011-07-02
2011-07-09_1,1,Atsuko Maeda,Flower,0,1,1,2011-07-09
2011-07-09_2,2,SHINee,"Replay "" Kim Wa Boku No Everything""",0,2,1,2011-07-09
2011-07-09_3,3,back number,Hanataba,4,3,3,2011-07-09
2011-07-09_4,4,AAA,No Cry No More,0,4,1,2011-07-09
2011-07-09_5,5,GReeeeN,Hanauta,0,5,1,2011-07-09
2011-07-09_6,6,KARA,Go Go Summer!!,0,6,1,2011-07-09
2011-07-09_7,7,T.M.Revolution,Flags,0,7,1,2011-07-09
2011-07-09_8,8,Beyonce,Run The World (Girls),0,8,1,2011-07-09
2011-07-09_9,9,"Kaoru To Tomoki, Tamani Mucc.",Maru Maru Mori Mor!,2,2,5,2011-07-09
2011-07-09_10,10,Jessie J Featuring B.o.B,Price Tag,6,3,3,2011-07-09
2011-07-16_1,1,Hey! Say! JUMP,Over,0,1,1,2011-07-16
2011-07-16_2,2,KARA,Go Go Summer!!,6,2,2,2011-07-16
2011-07-16_3,3,L'arc En Ciel,Good Luck My Way,0,3,1,2011-07-16
2011-07-16_4,4,no3b,Kuchibiru Furezu...,0,4,1,2011-07-16
2011-07-16_5,5,back number,Hanataba,3,3,4,2011-07-16
2011-07-16_6,6,Beyonce,Run The World (Girls),8,6,2,2011-07-16
2011-07-16_7,7,Base Ball Bear,Yoakemae,0,7,1,2011-07-16
2011-07-16_8,8,Tokyo Jihen,Atarashii Bunmei Kaika,0,8,1,2011-07-16
2011-07-16_9,9,Yu Takahashi,Dare Ga Tame Ni Kane Wa Naru,0,9,1,2011-07-16
2011-07-16_10,10,Lady Gaga,Born This Way,0,1,5,2011-07-16
2011-07-23_1,1,Kakigoori,Naminori,0,1,1,2011-07-23
2011-07-23_2,2,KARA,Go Go Summer!!,2,2,3,2011-07-23
2011-07-23_3,3,Crazy Ken Band,Ippai Ippai,0,3,1,2011-07-23
2011-07-23_4,4,Tube,"""A Day In The Summer""  ""Omoide Wa Egao No Mama""",0,4,1,2011-07-23
2011-07-23_5,5,L'arc En Ciel,Good Luck My Way,3,3,2,2011-07-23
2011-07-23_6,6,Beyonce,Run The World (Girls),6,6,3,2011-07-23
2011-07-23_7,7,Skoop On Somebody Featuring Kurei,Another Life,0,7,1,2011-07-23
2011-07-23_8,8,Tokyo Jihen,Atarashii Bunmei Kaika,8,8,2,2011-07-23
2011-07-23_9,9,"Kaoru To Tomoki, Tamani Mucc.",Maru Maru Mori Mor!,0,2,6,2011-07-23
2011-07-23_10,10,Colbie Caillat,I Do,0,10,1,2011-07-23
2011-07-30_1,1,Tomoni Itano,Fuini,0,1,1,2011-07-30
2011-07-30_2,2,"Kaoru To Tomoki, Tamani Mucc.",Maru Maru Mori Mor!,9,2,7,2011-07-30
2011-07-30_3,3,KARA,Go Go Summer!!,2,2,4,2011-07-30
2011-07-30_4,4,Salyu,Aozora,0,4,1,2011-07-30
2011-07-30_5,5,Kakigoori,Naminori,1,1,2,2011-07-30
2011-07-30_6,6,Gackt,Episode.O,0,6,1,2011-07-30
2011-07-30_7,7,Toshinobu Kubota,Nagareboshi To Koi No Ame,0,7,1,2011-07-30
2011-07-30_8,8,Lady Gaga,The Edge Of Glory,0,8,1,2011-07-30
2011-07-30_9,9,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,0,9,1,2011-07-30
2011-07-30_10,10,Ikimono-gakari,Warattetainda,0,10,1,2011-07-30
2011-08-06_1,1,Tohoshinki,Superstar,0,1,1,2011-08-06
2011-08-06_2,2,NMB48,Getsumetsu Kurokami Shojo,0,2,1,2011-08-06
2011-08-06_3,3,Ikimono-gakari,Warattetainda,10,3,2,2011-08-06
2011-08-06_4,4,Sakanaction,Bach No Senritsu Wo Yoru Ni Kiita Sei Desu,0,4,1,2011-08-06
2011-08-06_5,5,"Kaoru To Tomoki, Tamani Mucc.",Maru Maru Mori Mor!,2,2,8,2011-08-06
2011-08-06_6,6,KARA,Go Go Summer!!,3,2,5,2011-08-06
2011-08-06_7,7,Keisuke Kuwata,Asu Eno March,0,7,1,2011-08-06
2011-08-06_8,8,Yusuke,Zenbu Suki,0,8,1,2011-08-06
2011-08-06_9,9,Yuzu,Love & Peach,0,9,1,2011-08-06
2011-08-06_10,10,ONE OK ROCK,Remake,0,10,1,2011-08-06
2011-08-13_1,1,SKE48,Pareo Wa Emerald,0,1,1,2011-08-13
2011-08-13_2,2,Namie Amuro,Naked,0,2,1,2011-08-13
2011-08-13_3,3,flumpool,Donna Mirai Nimo Ai Wa Aru,0,3,1,2011-08-13
2011-08-13_4,4,KARA,Go Go Summer!!,6,2,6,2011-08-13
2011-08-13_5,5,"Kaoru To Tomoki, Tamani Mucc.",Maru Maru Mori Mor!,5,2,9,2011-08-13
2011-08-13_6,6,FTISLAND,Let It Go!,0,6,1,2011-08-13
2011-08-13_7,7,Tohoshinki,Superstar,1,1,2,2011-08-13
2011-08-13_8,8,Keisuke Kuwata,Asu Eno March,7,7,2,2011-08-13
2011-08-13_9,9,Ikimono-gakari,Warattetainda,3,3,3,2011-08-13
2011-08-13_10,10,YUKI,Hello!,0,10,1,2011-08-13
2011-08-20_1,1,Kat-Tun,Run For You,0,1,1,2011-08-20
2011-08-20_2,2,Moumoon,Chu Chu,0,2,1,2011-08-20
2011-08-20_3,3,Nana Mizuki,Junketsu Paradox,0,3,1,2011-08-20
2011-08-20_4,4,Watari Roka Hashiri Tai 7,Hetappi Wink,0,4,1,2011-08-20
2011-08-20_5,5,Tatsuro Yamashita,Kibou To Lu Na No Hikari,0,5,1,2011-08-20
2011-08-20_6,6,Kaela Kimura,Kidoairaku Plus Ai,0,6,1,2011-08-20
2011-08-20_7,7,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,0,7,1,2011-08-20
2011-08-20_8,8,Namie Amuro,Naked,2,2,2,2011-08-20
2011-08-20_9,9,SKE48,Pareo Wa Emerald,1,1,2,2011-08-20
2011-08-20_10,10,Yusuke,Otakebi,0,10,1,2011-08-20
2011-08-20_11,11,KARA,Go Go Summer!!,4,2,7,2011-08-20
2011-08-20_12,12,Ayaka Ide,Kimi Kara No Message,0,12,1,2011-08-20
2011-08-20_13,13,NOVELS,Missing-link,0,13,1,2011-08-20
2011-08-20_14,14,"Kaoru To Tomoki, Tamani Mucc.",Maru Maru Mori Mor!,5,2,10,2011-08-20
2011-08-20_15,15,Keisuke Kuwata,Let's try again,0,15,1,2011-08-20
2011-08-20_16,16,Namie Amuro,Fight Together,0,16,1,2011-08-20
2011-08-20_17,17,Naoto Inti Raymi,Hello,0,17,1,2011-08-20
2011-08-20_18,18,Secret,Madonna,0,18,1,2011-08-20
2011-08-20_19,19,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,0,19,1,2011-08-20
2011-08-20_20,20,S/mileage,Uchoten Love,0,20,1,2011-08-20
2011-08-20_21,21,Keisuke Kuwata,Asu Eno March,8,7,3,2011-08-20
2011-08-20_22,22,Zebrahead,Get Nice!,0,22,1,2011-08-20
2011-08-20_23,23,Ikimono-gakari,Warattetainda,9,3,4,2011-08-20
2011-08-20_24,24,Che'Nelle,Baby I Love U,0,24,1,2011-08-20
2011-08-20_25,25,Lady Gaga,The Edge Of Glory,0,8,2,2011-08-20
2011-08-20_26,26,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,0,9,2,2011-08-20
2011-08-20_27,27,LOVE PSYCHEDELICO,It's You,0,27,1,2011-08-20
2011-08-20_28,28,Gypsy & The Cat,Time To Wander,0,28,1,2011-08-20
2011-08-20_29,29,Mohombi,Miss Me ft. Nelly,0,29,1,2011-08-20
2011-08-20_30,30,Sakanaction,Bach No Senritsu Wo Yoru Ni Kiita Sei Desu,0,4,2,2011-08-20
2011-08-20_31,31,Kyary Pamyu Pamyu,Ponponpon,0,31,1,2011-08-20
2011-08-20_32,32,Yuzu,Love & Peach,0,9,2,2011-08-20
2011-08-20_33,33,Coldplay,Every Teardrop Is A Waterfall,0,6,3,2011-08-20
2011-08-20_34,34,Tatsuro Yamashita,My Morning Prayer,0,34,1,2011-08-20
2011-08-20_35,35,Yoko Yazawa,Amanojaku,0,35,1,2011-08-20
2011-08-20_36,36,flumpool,Donna Mirai Nimo Ai Wa Aru,3,3,2,2011-08-20
2011-08-20_37,37,NMB48,Getsumetsu Kurokami Shojo,0,2,2,2011-08-20
2011-08-20_38,38,Steve Appleton,Sparks,0,38,1,2011-08-20
2011-08-20_39,39,GReeeeN,So Ra Shi Do,0,39,1,2011-08-20
2011-08-20_40,40,Misato Watanabe,Serendipity,0,40,1,2011-08-20
2011-08-20_41,41,Hyadain,Hyadain No Jo Jo Yu Jo,0,41,1,2011-08-20
2011-08-20_42,42,TEE,Aishi Tsuzukeru Kara,0,42,1,2011-08-20
2011-08-20_43,43,Julia Kawakami,Zutto Kokokara,0,43,1,2011-08-20
2011-08-20_44,44,Ryo San,Sanbyaku Rokuju Goho No March,0,44,1,2011-08-20
2011-08-20_45,45,Joss Stone,Somehow,0,45,1,2011-08-20
2011-08-20_46,46,Aoi Teshima,Sayonara No Natsu,0,46,1,2011-08-20
2011-08-20_47,47,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,0,47,1,2011-08-20
2011-08-20_48,48,Tokyo Ska Paradise Orchestra,All Good Ska is One,0,48,1,2011-08-20
2011-08-20_49,49,Toshinobu Kubota,Golden Smile feat.EXILE ATSUSHI,0,49,1,2011-08-20
2011-08-20_50,50,Masayuki Suzuki,Itoshi Kimi E,0,50,1,2011-08-20
2011-08-20_51,51,Beyonce,Best Thing I Never Had,0,51,1,2011-08-20
2011-08-20_52,52,YUKI,Hello!,10,10,2,2011-08-20
2011-08-20_53,53,FOUR GET ME A NOTS,Heroine,0,53,1,2011-08-20
2011-08-20_54,54,Mamas Gun,On a String,0,54,1,2011-08-20
2011-08-20_55,55,Lenny Kravitz,Stand,0,55,1,2011-08-20
2011-08-20_56,56,Kotomi Maki,Haru Yo Koi,0,56,1,2011-08-20
2011-08-20_57,57,Kasarinchu,Yamerarenai Tomarenai,0,57,1,2011-08-20
2011-08-20_58,58,TRIPLANE,Ichibanboshi,0,58,1,2011-08-20
2011-08-20_59,59,SM SH,Bounce up,0,59,1,2011-08-20
2011-08-20_60,60,NICO Touches the Walls,Te Wo Tatake,0,60,1,2011-08-20
2011-08-20_61,61,AKB48,Flying Get,0,61,1,2011-08-20
2011-08-20_62,62,Hideaki Tokunaga with Family,Ashita E Kaerou,0,62,1,2011-08-20
2011-08-20_63,63,SuperHeavy,Miracle Worker,0,63,1,2011-08-20
2011-08-20_64,64,B'z,C'mon,0,64,1,2011-08-20
2011-08-20_65,65,Lady Gaga,Born This Way,0,1,6,2011-08-20
2011-08-20_66,66,RHYMESTER,"Flashback,Natsu",0,66,1,2011-08-20
2011-08-20_67,67,Stevie Hoang,Summer Love,0,67,1,2011-08-20
2011-08-20_68,68,Yuki Seguchi,Sennen No Koiuta,0,68,1,2011-08-20
2011-08-20_69,69,SCANDAL,Love Survive,0,69,1,2011-08-20
2011-08-20_70,70,PRINCESS PRINCESS,Sekaide Ichiban Atsui Natsu,0,70,1,2011-08-20
2011-08-20_71,71,B'z,ultra soul,0,71,1,2011-08-20
2011-08-20_72,72,SEKAI NO OWARI,FushiCho,0,72,1,2011-08-20
2011-08-20_73,73,Yuzu,Natsu Iro,0,73,1,2011-08-20
2011-08-20_74,74,mihimaru GT,Evo Revolution,0,74,1,2011-08-20
2011-08-20_75,75,OKAMOTO'S,Yokubou Wo Sakebe!!,0,75,1,2011-08-20
2011-08-20_76,76,The Kooks,Happy,0,76,1,2011-08-20
2011-08-20_77,77,Shojo Jidai,Mr. Taxi,0,1,4,2011-08-20
2011-08-20_78,78,Tokyo Cheer(2) Party,Yume Ni Mukatte..,0,78,1,2011-08-20
2011-08-20_79,79,Belakiss,Only you,0,79,1,2011-08-20
2011-08-20_80,80,FictionJunction,Uta No Prince Sama Maji Love 1000% Idol Song,0,80,1,2011-08-20
2011-08-20_81,81,Viva Brother,New Year's Day,0,81,1,2011-08-20
2011-08-20_82,82,FictionJunction,stone cold,0,82,1,2011-08-20
2011-08-20_83,83,COMPLEX,Be My Baby,0,83,1,2011-08-20
2011-08-20_84,84,Kimaguren,Hotarubi,0,84,1,2011-08-20
2011-08-20_85,85,Shikao Suga,Coffee,0,85,1,2011-08-20
2011-08-20_86,86,Toshinobu Kubota,Nagareboshi To Koi No Ame,0,7,2,2011-08-20
2011-08-20_87,87,Tohoshinki,Superstar,7,1,3,2011-08-20
2011-08-20_88,88,AKB48,"Everyday, Katyusha",0,1,5,2011-08-20
2011-08-20_89,89,LAMA,Spell,0,89,1,2011-08-20
2011-08-20_90,90,access,Share The Love,0,90,1,2011-08-20
2011-08-20_91,91,Qwai,Himawari,0,91,1,2011-08-20
2011-08-20_92,92,Viva Brother,Darling Buds Of May,0,92,1,2011-08-20
2011-08-20_93,93,Domino,GO GiRL,0,93,1,2011-08-20
2011-08-20_94,94,Hideyoshi,Hana Kazaguruma,0,94,1,2011-08-20
2011-08-20_95,95,Jason Derulo,Don't Wanna Go Home,0,95,1,2011-08-20
2011-08-20_96,96,Aiko,Hanabi,0,96,1,2011-08-20
2011-08-20_97,97,Tomoni Itano,Fuini,0,1,2,2011-08-20
2011-08-20_98,98,Charice,Far As The Sky,0,98,1,2011-08-20
2011-08-20_99,99,Beyonce,Run The World (Girls),0,99,1,2011-08-20
2011-08-20_100,100,Kana Uemura,My Favorite Songs,0,100,1,2011-08-20
2011-08-27_1,1,Kis-My-Ft2,Everybody Go,0,1,1,2011-08-27
2011-08-27_2,2,Naoto Inti Raymi,Hello,17,2,2,2011-08-27
2011-08-27_3,3,Tatsuro Yamashita,Kibou To Lu Na No Hikari,5,3,2,2011-08-27
2011-08-27_4,4,Moumoon,Chu Chu,2,2,2,2011-08-27
2011-08-27_5,5,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,7,5,2,2011-08-27
2011-08-27_6,6,Diva,Cry,0,6,1,2011-08-27
2011-08-27_7,7,LOVE PSYCHEDELICO,It's You,27,7,2,2011-08-27
2011-08-27_8,8,KARA,Go Go Summer!!,11,2,8,2011-08-27
2011-08-27_9,9,"Kaoru To Tomoki, Tamani Mucc.",Maru Maru Mori Mor!,14,2,11,2011-08-27
2011-08-27_10,10,Kaela Kimura,Kidoairaku Plus Ai,6,6,2,2011-08-27
2011-08-27_11,11,Ayaka Ide,Kimi Kara No Message,12,11,2,2011-08-27
2011-08-27_12,12,NICO Touches the Walls,Te Wo Tatake,60,12,2,2011-08-27
2011-08-27_13,13,765PRO ALLSTARS,Ready!!,0,13,1,2011-08-27
2011-08-27_14,14,Choushinsei,Kimi Dake Wa Hanasanai,0,14,1,2011-08-27
2011-08-27_15,15,Keisuke Kuwata,Asu Eno March,21,7,4,2011-08-27
2011-08-27_16,16,Shikao Suga,Coffee,85,16,2,2011-08-27
2011-08-27_17,17,Keisuke Kuwata,Let's try again,15,15,2,2011-08-27
2011-08-27_18,18,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,19,18,2,2011-08-27
2011-08-27_19,19,SKE48,Pareo Wa Emerald,9,1,3,2011-08-27
2011-08-27_20,20,Namie Amuro,Naked,8,2,3,2011-08-27
2011-08-27_21,21,Julia Kawakami,Zutto Kokokara,43,21,2,2011-08-27
2011-08-27_22,22,Kat-Tun,Run For You,1,1,2,2011-08-27
2011-08-27_23,23,NOVELS,Missing-link,13,13,2,2011-08-27
2011-08-27_24,24,Kyary Pamyu Pamyu,Ponponpon,31,24,2,2011-08-27
2011-08-27_25,25,CHEMISTRY,Independence,0,25,1,2011-08-27
2011-08-27_26,26,Berryz Kobo,"Ah,Yo Ga Akeru",0,26,1,2011-08-27
2011-08-27_27,27,Namie Amuro,Fight Together,16,16,2,2011-08-27
2011-08-27_28,28,SPEED,Little Dancer,0,28,1,2011-08-27
2011-08-27_29,29,Gypsy & The Cat,Time To Wander,28,28,2,2011-08-27
2011-08-27_30,30,Tatsuro Yamashita,Bokura No Natsu No Yume,0,30,1,2011-08-27
2011-08-27_31,31,Joss Stone,Somehow,45,31,2,2011-08-27
2011-08-27_32,32,Lady Gaga,The Edge Of Glory,25,8,3,2011-08-27
2011-08-27_33,33,Tatsuro Yamashita,My Morning Prayer,34,33,2,2011-08-27
2011-08-27_34,34,Nana Mizuki,Junketsu Paradox,3,3,2,2011-08-27
2011-08-27_35,35,Sakanaction,Bach No Senritsu Wo Yoru Ni Kiita Sei Desu,30,4,3,2011-08-27
2011-08-27_36,36,Choushinsei,Meki Love,0,36,1,2011-08-27
2011-08-27_37,37,Zebrahead,Get Nice!,22,22,2,2011-08-27
2011-08-27_38,38,Steve Appleton,Sparks,38,38,2,2011-08-27
2011-08-27_39,39,Che'Nelle,Baby I Love U,24,24,2,2011-08-27
