,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2013-01-26_1,1,will.i.am & Britney Spears,Scream & Shout,0,1,1,2013-01-26
2013-01-26_2,2,Swedish House Mafia Featuring John Martin,Don't You Worry Child,0,2,1,2013-01-26
2013-01-26_3,3,Calvin Harris Featuring Florence Welch,Sweet Nothing,0,3,1,2013-01-26
2013-01-26_4,4,PSY,Gangnam Style,0,4,1,2013-01-26
2013-01-26_5,5,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),0,5,1,2013-01-26
2013-01-26_6,6,Ludacris Featuring Usher & David Guetta,Rest Of My Life,0,6,1,2013-01-26
2013-01-26_7,7,Pitbull Featuring Christina Aguilera,Feel This Moment,0,7,1,2013-01-26
2013-01-26_8,8,David Guetta Featuring Sia,She Wolf (Falling To Pieces),0,8,1,2013-01-26
2013-01-26_9,9,Zedd Featuring Foxes,Clarity,0,9,1,2013-01-26
2013-01-26_10,10,Zedd Featuring Matthew Koma,Spectrum,0,10,1,2013-01-26
2013-01-26_11,11,Swedish House Mafia,Greyhound,0,11,1,2013-01-26
2013-01-26_12,12,Kerli,The Lucky Ones,0,12,1,2013-01-26
2013-01-26_13,13,Usher,Numb,0,13,1,2013-01-26
2013-01-26_14,14,Cazzette,Beam Me Up (Kill-Mode),0,14,1,2013-01-26
2013-01-26_15,15,Havana Brown Featuring R3hab,Big Banana,0,15,1,2013-01-26
2013-01-26_16,16,Calvin Harris Featuring Ellie Goulding,I Need Your Love,0,16,1,2013-01-26
2013-01-26_17,17,Krewella,Alive,0,17,1,2013-01-26
2013-01-26_18,18,Skrillex Featuring Ellie Goulding,Summit,0,18,1,2013-01-26
2013-01-26_19,19,Lenny Kravitz,Superlove,0,19,1,2013-01-26
2013-01-26_20,20,Spandau Ballet,Gold 2012,0,20,1,2013-01-26
2013-01-26_21,21,DJ Fresh Featuring Sian Evans,Louder,0,21,1,2013-01-26
2013-01-26_22,22,Sam And The Womp!,Bom Bom,0,22,1,2013-01-26
2013-01-26_23,23,Eric Prydz,Every Day,0,23,1,2013-01-26
2013-01-26_24,24,Asaf Avidan / Wankelmut,One Day / Reckoning Song,0,24,1,2013-01-26
2013-01-26_25,25,Skrillex,Right In,0,25,1,2013-01-26
2013-01-26_26,26,Rihanna Featuring David Guetta,Right Now,0,26,1,2013-01-26
2013-01-26_27,27,Eric Turner vs Avicii,Dancing In My Head,0,27,1,2013-01-26
2013-01-26_28,28,Knife Party,Bonfire,0,28,1,2013-01-26
2013-01-26_29,29,Calvin Harris Featuring Tinie Tempah,Drinking From The Bottle,0,29,1,2013-01-26
2013-01-26_30,30,deadmau5 Featuring Gerard Way,Professional Griefers,0,30,1,2013-01-26
2013-01-26_31,31,Rudimental Featuring John Newman,Feel The Love,0,31,1,2013-01-26
2013-01-26_32,32,Madeon,The City,0,32,1,2013-01-26
2013-01-26_33,33,Porter Robinson,Language,0,33,1,2013-01-26
2013-01-26_34,34,David Guetta Featuring Taped Rai,Just One Last Time,0,34,1,2013-01-26
2013-01-26_35,35,Skrillex & Wolfgang Gartner,The Devil's Den,0,35,1,2013-01-26
2013-01-26_36,36,David Guetta Featuring Ne-Yo & Akon,Play Hard,0,36,1,2013-01-26
2013-01-26_37,37,NERO,Doomsday,0,37,1,2013-01-26
2013-01-26_38,38,"Crystal Waters, Nicola Fasano, Steve Forest",A Love I Call My Own,0,38,1,2013-01-26
2013-01-26_39,39,Stereo Missile vs. Carlotta Chadwick,Freak,0,39,1,2013-01-26
2013-01-26_40,40,Otto Knows,Million Voices,0,40,1,2013-01-26
2013-01-26_41,41,Calvin Harris Featuring Ayah Marar,Thinking About You,0,41,1,2013-01-26
2013-01-26_42,42,Lindsey Stirling,Crystallize,0,42,1,2013-01-26
2013-01-26_43,43,Delerium,Days Turn Into Nights,0,43,1,2013-01-26
2013-01-26_44,44,Kaskade Featuring Neon Trees,Lessons In Love,0,44,1,2013-01-26
2013-01-26_45,45,Madeon,Finale,0,45,1,2013-01-26
2013-01-26_46,46,RedFoo,Bring Out The Bottles,0,46,1,2013-01-26
2013-01-26_47,47,Hardwell Featuring Mitch Crown,Call Me A Spaceman,0,47,1,2013-01-26
2013-01-26_48,48,Dada Life,Kick Out The Epic Motherf**ker,0,48,1,2013-01-26
2013-01-26_49,49,Knife Party,Centipede,0,49,1,2013-01-26
2013-01-26_50,50,Knife Party,Internet Friends,0,50,1,2013-01-26
2013-02-02_1,1,will.i.am & Britney Spears,Scream & Shout,0,1,2,2013-02-02
2013-02-02_2,2,Swedish House Mafia Featuring John Martin,Don't You Worry Child,2,2,2,2013-02-02
2013-02-02_3,3,Calvin Harris Featuring Florence Welch,Sweet Nothing,3,3,2,2013-02-02
2013-02-02_4,4,PSY,Gangnam Style,4,4,2,2013-02-02
2013-02-02_5,5,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),5,5,2,2013-02-02
2013-02-02_6,6,Ludacris Featuring Usher & David Guetta,Rest Of My Life,6,6,2,2013-02-02
2013-02-02_7,7,DJ Pauly D Featuring Jay Sean,Back To Love,0,7,1,2013-02-02
2013-02-02_8,8,Pitbull Featuring Christina Aguilera,Feel This Moment,7,7,2,2013-02-02
2013-02-02_9,9,Zedd Featuring Foxes,Clarity,9,9,2,2013-02-02
2013-02-02_10,10,David Guetta Featuring Sia,She Wolf (Falling To Pieces),8,8,2,2013-02-02
2013-02-02_11,11,Zedd Featuring Matthew Koma,Spectrum,10,10,2,2013-02-02
2013-02-02_12,12,Icona Pop Featuring Charli XCX,I Love It,0,12,1,2013-02-02
2013-02-02_13,13,Swedish House Mafia,Greyhound,11,11,2,2013-02-02
2013-02-02_14,14,Kerli,The Lucky Ones,12,12,2,2013-02-02
2013-02-02_15,15,Krewella,Alive,17,15,2,2013-02-02
2013-02-02_16,16,Cazzette,Beam Me Up (Kill-Mode),14,14,2,2013-02-02
2013-02-02_17,17,Calvin Harris Featuring Ellie Goulding,I Need Your Love,16,16,2,2013-02-02
2013-02-02_18,18,Usher,Numb,13,13,2,2013-02-02
2013-02-02_19,19,Skrillex Featuring Ellie Goulding,Summit,18,18,2,2013-02-02
2013-02-02_20,20,Havana Brown Featuring R3hab,Big Banana,15,15,2,2013-02-02
2013-02-02_21,21,Asaf Avidan / Wankelmut,One Day / Reckoning Song,24,21,2,2013-02-02
2013-02-02_22,22,Rihanna Featuring David Guetta,Right Now,26,22,2,2013-02-02
2013-02-02_23,23,Sam And The Womp!,Bom Bom,22,22,2,2013-02-02
2013-02-02_24,24,Skrillex,Right In,25,24,2,2013-02-02
2013-02-02_25,25,DJ Fresh Featuring Sian Evans,Louder,21,21,2,2013-02-02
2013-02-02_26,26,Calvin Harris Featuring Tinie Tempah,Drinking From The Bottle,29,26,2,2013-02-02
2013-02-02_27,27,Lenny Kravitz,Superlove,19,19,2,2013-02-02
2013-02-02_28,28,David Guetta Featuring Ne-Yo & Akon,Play Hard,36,28,2,2013-02-02
2013-02-02_29,29,Ne-Yo,Forever Now,0,29,1,2013-02-02
2013-02-02_30,30,The Cataracs Featuring Sky Blu,Alcohol,0,30,1,2013-02-02
2013-02-02_31,31,Knife Party,Bonfire,28,28,2,2013-02-02
2013-02-02_32,32,Eric Prydz,Every Day,23,23,2,2013-02-02
2013-02-02_33,33,Eric Turner vs Avicii,Dancing In My Head,27,27,2,2013-02-02
2013-02-02_34,34,David Guetta Featuring Taped Rai,Just One Last Time,34,34,2,2013-02-02
2013-02-02_35,35,deadmau5 Featuring Gerard Way,Professional Griefers,30,30,2,2013-02-02
2013-02-02_36,36,RedFoo,Bring Out The Bottles,46,36,2,2013-02-02
2013-02-02_37,37,Hardwell Featuring Amba Shepherd,Apollo,0,37,1,2013-02-02
2013-02-02_38,38,Delerium,Days Turn Into Nights,43,38,2,2013-02-02
2013-02-02_39,39,NERO,Doomsday,37,37,2,2013-02-02
2013-02-02_40,40,Skrillex & Wolfgang Gartner,The Devil's Den,35,35,2,2013-02-02
2013-02-02_41,41,Madeon,The City,32,32,2,2013-02-02
2013-02-02_42,42,Spandau Ballet,Gold 2012,20,20,2,2013-02-02
2013-02-02_43,43,Lindsey Stirling,Crystallize,42,42,2,2013-02-02
2013-02-02_44,44,Calvin Harris Featuring Ayah Marar,Thinking About You,41,41,2,2013-02-02
2013-02-02_45,45,"Crystal Waters, Nicola Fasano, Steve Forest",A Love I Call My Own,38,38,2,2013-02-02
2013-02-02_46,46,Rudimental Featuring John Newman,Feel The Love,31,31,2,2013-02-02
2013-02-02_47,47,Madeon,Finale,45,45,2,2013-02-02
2013-02-02_48,48,Otto Knows,Million Voices,40,40,2,2013-02-02
2013-02-02_49,49,Kaskade Featuring Neon Trees,Lessons In Love,44,44,2,2013-02-02
2013-02-02_50,50,C2C,Down The Road,0,50,1,2013-02-02
2013-02-09_1,1,will.i.am & Britney Spears,Scream & Shout,0,1,3,2013-02-09
2013-02-09_2,2,Swedish House Mafia Featuring John Martin,Don't You Worry Child,2,2,3,2013-02-09
2013-02-09_3,3,Calvin Harris Featuring Florence Welch,Sweet Nothing,3,3,3,2013-02-09
2013-02-09_4,4,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),5,4,3,2013-02-09
2013-02-09_5,5,PSY,Gangnam Style,4,4,3,2013-02-09
2013-02-09_6,6,Ludacris Featuring Usher & David Guetta,Rest Of My Life,6,6,3,2013-02-09
2013-02-09_7,7,Pitbull Featuring Christina Aguilera,Feel This Moment,8,7,3,2013-02-09
2013-02-09_8,8,Zedd Featuring Foxes,Clarity,9,8,3,2013-02-09
2013-02-09_9,9,David Guetta Featuring Sia,She Wolf (Falling To Pieces),10,8,3,2013-02-09
2013-02-09_10,10,Icona Pop Featuring Charli XCX,I Love It,12,10,2,2013-02-09
2013-02-09_11,11,Zedd Featuring Matthew Koma,Spectrum,11,10,3,2013-02-09
2013-02-09_12,12,Kerli,The Lucky Ones,14,12,3,2013-02-09
2013-02-09_13,13,Swedish House Mafia,Greyhound,13,11,3,2013-02-09
2013-02-09_14,14,DJ Pauly D Featuring Jay Sean,Back To Love,7,7,2,2013-02-09
2013-02-09_15,15,Cazzette,Beam Me Up (Kill-Mode),16,14,3,2013-02-09
2013-02-09_16,16,Avicii vs Nicky Romero,I Could Be The One,0,16,1,2013-02-09
2013-02-09_17,17,Ne-Yo,Forever Now,29,17,2,2013-02-09
2013-02-09_18,18,Calvin Harris Featuring Ellie Goulding,I Need Your Love,17,16,3,2013-02-09
2013-02-09_19,19,Krewella,Alive,15,15,3,2013-02-09
2013-02-09_20,20,Hadouken!,Levitate,0,20,1,2013-02-09
2013-02-09_21,21,Usher,Numb,18,13,3,2013-02-09
2013-02-09_22,22,Skrillex Featuring Ellie Goulding,Summit,19,18,3,2013-02-09
2013-02-09_23,23,Rihanna Featuring David Guetta,Right Now,22,22,3,2013-02-09
2013-02-09_24,24,Asaf Avidan / Wankelmut,One Day / Reckoning Song,21,21,3,2013-02-09
2013-02-09_25,25,Havana Brown Featuring R3hab,Big Banana,20,15,3,2013-02-09
2013-02-09_26,26,Calvin Harris Featuring Tinie Tempah,Drinking From The Bottle,26,26,3,2013-02-09
2013-02-09_27,27,Afrojack Featuring Chris Brown,As Your Friend,0,27,1,2013-02-09
2013-02-09_28,28,David Guetta Featuring Ne-Yo & Akon,Play Hard,28,28,3,2013-02-09
2013-02-09_29,29,C2C,Down The Road,50,29,2,2013-02-09
2013-02-09_30,30,Skrillex,Right In,24,24,3,2013-02-09
2013-02-09_31,31,Hardwell Featuring Amba Shepherd,Apollo,37,31,2,2013-02-09
2013-02-09_32,32,Sam And The Womp!,Bom Bom,23,22,3,2013-02-09
2013-02-09_33,33,Knife Party,Bonfire,31,28,3,2013-02-09
2013-02-09_34,34,David Guetta Featuring Taped Rai,Just One Last Time,34,34,3,2013-02-09
2013-02-09_35,35,DJ Fresh Featuring Sian Evans,Louder,25,21,3,2013-02-09
2013-02-09_36,36,Delerium,Days Turn Into Nights,38,36,3,2013-02-09
2013-02-09_37,37,Rudimental Featuring John Newman,Feel The Love,46,31,3,2013-02-09
2013-02-09_38,38,Madeon,The City,41,32,3,2013-02-09
2013-02-09_39,39,Eric Prydz,Every Day,32,23,3,2013-02-09
2013-02-09_40,40,Calvin Harris Featuring Ayah Marar,Thinking About You,44,40,3,2013-02-09
2013-02-09_41,41,NERO,Doomsday,39,37,3,2013-02-09
2013-02-09_42,42,Skrillex & Wolfgang Gartner,The Devil's Den,40,35,3,2013-02-09
2013-02-09_43,43,Otto Knows,Million Voices,48,40,3,2013-02-09
2013-02-09_44,44,RedFoo,Bring Out The Bottles,36,36,3,2013-02-09
2013-02-09_45,45,Lenny Kravitz,Superlove,27,19,3,2013-02-09
2013-02-09_46,46,Madeon,Finale,47,45,3,2013-02-09
2013-02-09_47,47,Spandau Ballet,Gold 2012,42,20,3,2013-02-09
2013-02-09_48,48,Lindsey Stirling,Crystallize,43,42,3,2013-02-09
2013-02-09_49,49,Kwanza Jones,Supercharged,0,49,1,2013-02-09
2013-02-09_50,50,Kaskade Featuring Neon Trees,Lessons In Love,49,44,3,2013-02-09
2013-02-16_1,1,will.i.am & Britney Spears,Scream & Shout,0,1,4,2013-02-16
2013-02-16_2,2,Swedish House Mafia Featuring John Martin,Don't You Worry Child,2,2,4,2013-02-16
2013-02-16_3,3,Calvin Harris Featuring Florence Welch,Sweet Nothing,3,3,4,2013-02-16
2013-02-16_4,4,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,4,4,2013-02-16
2013-02-16_5,5,PSY,Gangnam Style,5,4,4,2013-02-16
2013-02-16_6,6,Icona Pop Featuring Charli XCX,I Love It,10,6,3,2013-02-16
2013-02-16_7,7,Pitbull Featuring Christina Aguilera,Feel This Moment,7,7,4,2013-02-16
2013-02-16_8,8,Ludacris Featuring Usher & David Guetta,Rest Of My Life,6,6,4,2013-02-16
2013-02-16_9,9,Zedd Featuring Foxes,Clarity,8,8,4,2013-02-16
2013-02-16_10,10,David Guetta Featuring Sia,She Wolf (Falling To Pieces),9,8,4,2013-02-16
2013-02-16_11,11,Avicii vs Nicky Romero,I Could Be The One,16,11,2,2013-02-16
2013-02-16_12,12,Zedd Featuring Matthew Koma,Spectrum,11,10,4,2013-02-16
2013-02-16_13,13,Kerli,The Lucky Ones,12,12,4,2013-02-16
2013-02-16_14,14,Ne-Yo,Forever Now,17,14,3,2013-02-16
2013-02-16_15,15,Swedish House Mafia,Greyhound,13,11,4,2013-02-16
2013-02-16_16,16,Krewella,Alive,19,15,4,2013-02-16
2013-02-16_17,17,Afrojack Featuring Chris Brown,As Your Friend,27,17,2,2013-02-16
2013-02-16_18,18,Cazzette,Beam Me Up (Kill-Mode),15,14,4,2013-02-16
2013-02-16_19,19,Calvin Harris Featuring Ellie Goulding,I Need Your Love,18,16,4,2013-02-16
2013-02-16_20,20,Sky Blu Featuring Mark Rosas,Pop Bottles,0,20,1,2013-02-16
2013-02-16_21,21,Hadouken!,Levitate,20,20,2,2013-02-16
2013-02-16_22,22,Usher,Numb,21,13,4,2013-02-16
2013-02-16_23,23,Calvin Harris Featuring Tinie Tempah,Drinking From The Bottle,26,23,4,2013-02-16
2013-02-16_24,24,Skrillex Featuring Ellie Goulding,Summit,22,18,4,2013-02-16
2013-02-16_25,25,Asaf Avidan / Wankelmut,One Day / Reckoning Song,24,21,4,2013-02-16
2013-02-16_26,26,Hardwell Featuring Amba Shepherd,Apollo,31,26,3,2013-02-16
2013-02-16_27,27,Rihanna Featuring David Guetta,Right Now,23,22,4,2013-02-16
2013-02-16_28,28,David Guetta Featuring Ne-Yo & Akon,Play Hard,28,28,4,2013-02-16
2013-02-16_29,29,Flux Pavilion Featuring Childish Gambino,Do Or Die,0,29,1,2013-02-16
2013-02-16_30,30,Sam And The Womp!,Bom Bom,32,22,4,2013-02-16
2013-02-16_31,31,Knife Party,Bonfire,33,28,4,2013-02-16
2013-02-16_32,32,C2C,Down The Road,29,29,3,2013-02-16
2013-02-16_33,33,David Guetta Featuring Taped Rai,Just One Last Time,34,33,4,2013-02-16
2013-02-16_34,34,DJ Fresh Featuring Sian Evans,Louder,35,21,4,2013-02-16
2013-02-16_35,35,Delerium,Days Turn Into Nights,36,35,4,2013-02-16
2013-02-16_36,36,Madeon,The City,38,32,4,2013-02-16
2013-02-16_37,37,Chris Cox + DJ Frankie Featuring Crystal Waters,Oh Mama Hey,0,37,1,2013-02-16
2013-02-16_38,38,Skrillex & Wolfgang Gartner,The Devil's Den,42,35,4,2013-02-16
2013-02-16_39,39,NERO,Doomsday,41,37,4,2013-02-16
2013-02-16_40,40,Madeon,Finale,46,40,4,2013-02-16
2013-02-16_41,41,Major Lazer & Flux Pavillion,Jah No Partial,0,41,1,2013-02-16
2013-02-16_42,42,RedFoo,Bring Out The Bottles,44,36,4,2013-02-16
2013-02-16_43,43,Otto Knows,Million Voices,43,40,4,2013-02-16
2013-02-16_44,44,Calvin Harris Featuring Ayah Marar,Thinking About You,40,40,4,2013-02-16
2013-02-16_45,45,Rudimental Featuring John Newman,Feel The Love,37,31,4,2013-02-16
2013-02-16_46,46,Miasha,Everybody's Beautiful,0,46,1,2013-02-16
2013-02-16_47,47,Kwanza Jones,Supercharged,49,47,2,2013-02-16
2013-02-16_48,48,Haddaway Featuring Mad Stuntman,Up & Up,0,48,1,2013-02-16
2013-02-16_49,49,Porter Robinson,Language,0,33,2,2013-02-16
2013-02-16_50,50,DJ Pauly D Featuring Jay Sean,Back To Love,14,7,3,2013-02-16
2013-02-23_1,1,will.i.am & Britney Spears,Scream & Shout,0,1,5,2013-02-23
2013-02-23_2,2,Swedish House Mafia Featuring John Martin,Don't You Worry Child,2,2,5,2013-02-23
2013-02-23_3,3,Calvin Harris Featuring Florence Welch,Sweet Nothing,3,3,5,2013-02-23
2013-02-23_4,4,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,4,5,2013-02-23
2013-02-23_5,5,PSY,Gangnam Style,5,4,5,2013-02-23
2013-02-23_6,6,Pitbull Featuring Christina Aguilera,Feel This Moment,7,6,5,2013-02-23
2013-02-23_7,7,Icona Pop Featuring Charli XCX,I Love It,6,6,4,2013-02-23
2013-02-23_8,8,Zedd Featuring Foxes,Clarity,9,8,5,2013-02-23
2013-02-23_9,9,Ludacris Featuring Usher & David Guetta,Rest Of My Life,8,6,5,2013-02-23
2013-02-23_10,10,Avicii vs Nicky Romero,I Could Be The One,11,10,3,2013-02-23
2013-02-23_11,11,Krewella,Alive,16,11,5,2013-02-23
2013-02-23_12,12,Baauer,Harlem Shake,0,12,1,2013-02-23
2013-02-23_13,13,David Guetta Featuring Sia,She Wolf (Falling To Pieces),10,8,5,2013-02-23
2013-02-23_14,14,Ne-Yo,Forever Now,14,14,4,2013-02-23
2013-02-23_15,15,Zedd Featuring Matthew Koma,Spectrum,12,10,5,2013-02-23
2013-02-23_16,16,Afrojack Featuring Chris Brown,As Your Friend,17,16,3,2013-02-23
2013-02-23_17,17,Swedish House Mafia,Greyhound,15,11,5,2013-02-23
2013-02-23_18,18,Cazzette,Beam Me Up (Kill-Mode),18,14,5,2013-02-23
2013-02-23_19,19,Calvin Harris Featuring Ellie Goulding,I Need Your Love,19,16,5,2013-02-23
2013-02-23_20,20,Calvin Harris Featuring Tinie Tempah,Drinking From The Bottle,23,20,5,2013-02-23
2013-02-23_21,21,Kerli,The Lucky Ones,13,12,5,2013-02-23
2013-02-23_22,22,Rihanna Featuring David Guetta,Right Now,27,22,5,2013-02-23
2013-02-23_23,23,Hardwell Featuring Amba Shepherd,Apollo,26,23,4,2013-02-23
2013-02-23_24,24,Chris Cox + DJ Frankie Featuring Crystal Waters,Oh Mama Hey,37,24,2,2013-02-23
2013-02-23_25,25,Asaf Avidan / Wankelmut,One Day / Reckoning Song,25,21,5,2013-02-23
2013-02-23_26,26,Sam And The Womp!,Bom Bom,30,22,5,2013-02-23
2013-02-23_27,27,Miasha,Everybody's Beautiful,46,27,2,2013-02-23
2013-02-23_28,28,C2C,Down The Road,32,28,4,2013-02-23
2013-02-23_29,29,David Guetta Featuring Taped Rai,Just One Last Time,33,29,5,2013-02-23
2013-02-23_30,30,Major Lazer & Flux Pavillion,Jah No Partial,41,30,2,2013-02-23
2013-02-23_31,31,David Guetta Featuring Ne-Yo & Akon,Play Hard,28,28,5,2013-02-23
2013-02-23_32,32,Delerium,Days Turn Into Nights,35,32,5,2013-02-23
2013-02-23_33,33,Calvin Harris Featuring Ayah Marar,Thinking About You,44,33,5,2013-02-23
2013-02-23_34,34,NERO,Doomsday,39,34,5,2013-02-23
2013-02-23_35,35,Skrillex & Wolfgang Gartner,The Devil's Den,38,35,5,2013-02-23
2013-02-23_36,36,Madeon,The City,36,32,5,2013-02-23
2013-02-23_37,37,Hadouken!,Levitate,21,20,3,2013-02-23
2013-02-23_38,38,RedFoo,Bring Out The Bottles,42,36,5,2013-02-23
2013-02-23_39,39,Rudimental Featuring John Newman,Feel The Love,45,31,5,2013-02-23
2013-02-23_40,40,Otto Knows,Million Voices,43,40,5,2013-02-23
2013-02-23_41,41,Kwanza Jones,Supercharged,47,41,3,2013-02-23
2013-02-23_42,42,Madeon,Finale,40,40,5,2013-02-23
2013-02-23_43,43,Traci Lords vs The House Rejects Featuring Brian Lucas,He's My Bitch,0,43,1,2013-02-23
2013-02-23_44,44,Kaskade Featuring Neon Trees,Lessons In Love,0,44,4,2013-02-23
2013-02-23_45,45,Porter Robinson,Language,49,33,3,2013-02-23
2013-02-23_46,46,Flux Pavilion Featuring Childish Gambino,Do Or Die,29,29,2,2013-02-23
2013-02-23_47,47,Showtek & Justin Prime Featuring Matthew Koma,Cannonball (Earthquake),0,47,1,2013-02-23
2013-02-23_48,48,Hardwell Featuring Mitch Crown,Call Me A Spaceman,0,47,2,2013-02-23
2013-02-23_49,49,Robert DeLong,Global Concepts,0,49,1,2013-02-23
2013-02-23_50,50,Knife Party,Internet Friends,0,50,2,2013-02-23
2013-03-02_1,1,Baauer,Harlem Shake,12,1,2,2013-03-02
2013-03-02_2,2,will.i.am & Britney Spears,Scream & Shout,1,1,6,2013-03-02
2013-03-02_3,3,Swedish House Mafia Featuring John Martin,Don't You Worry Child,2,2,6,2013-03-02
2013-03-02_4,4,Calvin Harris Featuring Florence Welch,Sweet Nothing,3,3,6,2013-03-02
2013-03-02_5,5,PSY,Gangnam Style,5,4,6,2013-03-02
2013-03-02_6,6,Pitbull Featuring Christina Aguilera,Feel This Moment,6,6,6,2013-03-02
2013-03-02_7,7,Icona Pop Featuring Charli XCX,I Love It,7,6,5,2013-03-02
2013-03-02_8,8,Krewella,Alive,11,8,6,2013-03-02
2013-03-02_9,9,Zedd Featuring Foxes,Clarity,8,8,6,2013-03-02
2013-03-02_10,10,Avicii vs Nicky Romero,I Could Be The One,10,10,4,2013-03-02
2013-03-02_11,11,Hadouken!,Levitate,37,11,4,2013-03-02
2013-03-02_12,12,Team Pitbull Featuring David Rush & Pitbull,All Night,0,12,1,2013-03-02
2013-03-02_13,13,Ludacris Featuring Usher & David Guetta,Rest Of My Life,9,6,6,2013-03-02
2013-03-02_14,14,Ne-Yo,Forever Now,14,14,5,2013-03-02
2013-03-02_15,15,David Guetta Featuring Sia,She Wolf (Falling To Pieces),13,8,6,2013-03-02
2013-03-02_16,16,Afrojack Featuring Chris Brown,As Your Friend,16,16,4,2013-03-02
2013-03-02_17,17,Zedd Featuring Matthew Koma,Spectrum,15,10,6,2013-03-02
2013-03-02_18,18,Swedish House Mafia,Greyhound,17,11,6,2013-03-02
2013-03-02_19,19,The Postal Service,A Tattered Line Of String,0,19,1,2013-03-02
2013-03-02_20,20,Rihanna Featuring David Guetta,Right Now,22,20,6,2013-03-02
2013-03-02_21,21,Chris Cox + DJ Frankie Featuring Crystal Waters,Oh Mama Hey,24,21,3,2013-03-02
2013-03-02_22,22,DJ Fresh Featuring Sian Evans,Louder,0,21,5,2013-03-02
2013-03-02_23,23,Hardwell Featuring Mitch Crown,Call Me A Spaceman,48,23,3,2013-03-02
2013-03-02_24,24,Cazzette,Beam Me Up (Kill-Mode),18,14,6,2013-03-02
2013-03-02_25,25,Kaskade Featuring Neon Trees,Lessons In Love,44,25,5,2013-03-02
2013-03-02_26,26,Kerli,The Lucky Ones,21,12,6,2013-03-02
2013-03-02_27,27,Calvin Harris Featuring Ellie Goulding,I Need Your Love,19,16,6,2013-03-02
2013-03-02_28,28,Miasha,Everybody's Beautiful,27,27,3,2013-03-02
2013-03-02_29,29,Hardwell Featuring Amba Shepherd,Apollo,23,23,5,2013-03-02
2013-03-02_30,30,Calvin Harris Featuring Tinie Tempah,Drinking From The Bottle,20,20,6,2013-03-02
2013-03-02_31,31,David Guetta Featuring Taped Rai,Just One Last Time,29,29,6,2013-03-02
2013-03-02_32,32,Sam And The Womp!,Bom Bom,26,22,6,2013-03-02
2013-03-02_33,33,Major Lazer & Flux Pavillion,Jah No Partial,30,30,3,2013-03-02
2013-03-02_34,34,Showtek & Justin Prime Featuring Matthew Koma,Cannonball (Earthquake),47,34,2,2013-03-02
2013-03-02_35,35,Qwote Featuring Mr. Worldwide,Letting Go (Cry Just A Little),0,35,1,2013-03-02
2013-03-02_36,36,Arianna Featuring Pitbull,Sexy People (The Fiat Song),0,36,1,2013-03-02
2013-03-02_37,37,deadmau5 + Wolfgang Gartner,Channel 42,0,37,1,2013-03-02
2013-03-02_38,38,Alesso Featuring Matthew Koma,Years,0,38,1,2013-03-02
2013-03-02_39,39,RedFoo,Bring Out The Bottles,38,36,6,2013-03-02
2013-03-02_40,40,Madeon,The City,36,32,6,2013-03-02
2013-03-02_41,41,Kaskade Featuring Haley,Llove,0,41,1,2013-03-02
2013-03-02_42,42,Knife Party,Internet Friends,50,42,3,2013-03-02
2013-03-02_43,43,Ono Featuring Dave Aude,Hold Me,0,43,1,2013-03-02
2013-03-02_44,44,C2C,Down The Road,28,28,5,2013-03-02
2013-03-02_45,45,Otto Knows,Million Voices,40,40,6,2013-03-02
2013-03-02_46,46,Delerium,Days Turn Into Nights,32,32,6,2013-03-02
2013-03-02_47,47,Knife Party,Centipede,0,47,2,2013-03-02
2013-03-02_48,48,NERO,Doomsday,34,34,6,2013-03-02
2013-03-02_49,49,Lindsey Stirling,Crystallize,0,42,4,2013-03-02
2013-03-02_50,50,Madeon,Finale,42,40,6,2013-03-02
2013-03-09_1,1,Baauer,Harlem Shake,0,1,3,2013-03-09
2013-03-09_2,2,will.i.am & Britney Spears,Scream & Shout,2,1,7,2013-03-09
2013-03-09_3,3,Swedish House Mafia Featuring John Martin,Don't You Worry Child,3,2,7,2013-03-09
2013-03-09_4,4,Calvin Harris Featuring Florence Welch,Sweet Nothing,4,3,7,2013-03-09
2013-03-09_5,5,PSY,Gangnam Style,5,4,7,2013-03-09
2013-03-09_6,6,Pitbull Featuring Christina Aguilera,Feel This Moment,6,6,7,2013-03-09
2013-03-09_7,7,Icona Pop Featuring Charli XCX,I Love It,7,6,6,2013-03-09
2013-03-09_8,8,Afrojack Featuring Chris Brown,As Your Friend,16,8,5,2013-03-09
2013-03-09_9,9,Krewella,Alive,8,8,7,2013-03-09
2013-03-09_10,10,Zedd Featuring Foxes,Clarity,9,8,7,2013-03-09
2013-03-09_11,11,Avicii vs Nicky Romero,I Could Be The One,10,10,5,2013-03-09
2013-03-09_12,12,Ne-Yo,Forever Now,14,12,6,2013-03-09
2013-03-09_13,13,Ludacris Featuring Usher & David Guetta,Rest Of My Life,13,6,7,2013-03-09
2013-03-09_14,14,Hadouken!,Levitate,11,11,5,2013-03-09
2013-03-09_15,15,David Guetta Featuring Sia,She Wolf (Falling To Pieces),15,8,7,2013-03-09
2013-03-09_16,16,Zedd Featuring Matthew Koma,Spectrum,17,10,7,2013-03-09
