,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2014-06-28_29,29,Dillon Francis & DJ Snake,Get Low,28,13,18,2014-06-28
2014-06-28_30,30,deadmau5 Featuring Colleen D'Agostino,Seeya,32,25,3,2014-06-28
2014-06-28_31,31,deadmau5,Avaritia,30,22,4,2014-06-28
2014-06-28_32,32,Keys 'N Krates,Dum Dee Dum,34,26,10,2014-06-28
2014-06-28_33,33,Bingo Players,Knock You Out,31,31,5,2014-06-28
2014-06-28_34,34,Tiesto Featuring Icona Pop,Let's Go,36,30,5,2014-06-28
2014-06-28_35,35,Bassnectar Featuring W. Darling,You & Me,45,35,2,2014-06-28
2014-06-28_36,36,Syn Cole Featuring Madame Buttons,Miami 82,35,35,6,2014-06-28
2014-06-28_37,37,Martha Wash,I'm Not Coming Down,41,37,2,2014-06-28
2014-06-28_38,38,3LAU Featuring Bright Lights,How You Love Me,37,29,12,2014-06-28
2014-06-28_39,39,Cash Cash,Overtime,46,39,4,2014-06-28
2014-06-28_40,40,deadmau5,Infra Turbo Pigcart Racer,20,20,2,2014-06-28
2014-06-28_41,41,Skrillex With Ragga Twins,Ragga Bomb,38,16,13,2014-06-28
2014-06-28_42,42,Bassjackers + MAKJ,Derp,33,33,2,2014-06-28
2014-06-28_43,43,Gia,Bombs Away,39,33,8,2014-06-28
2014-06-28_44,44,Bimbo Jones & Beverley Knight,I Found Out,0,44,1,2014-06-28
2014-06-28_45,45,Cash Cash Featuring John Rzeznik,Lightning,47,45,2,2014-06-28
2014-06-28_46,46,R3HAB & NERVO & Ummet Ozcan,Revolution,0,31,10,2014-06-28
2014-06-28_47,47,Cole Plante With Myon & Shane 54 Featuring Ruby O'Dell,If I Fall,43,36,7,2014-06-28
2014-06-28_48,48,Disclosure Featuring Mary J. Blige,F For You,44,37,13,2014-06-28
2014-06-28_49,49,Steve Aoki Featuring Waka Flocka Flame,Rage The Night Away,42,20,8,2014-06-28
2014-06-28_50,50,Disclosure,Help Me Lose My Mind,50,49,3,2014-06-28
2014-07-05_1,1,Calvin Harris,Summer,2,1,15,2014-07-05
2014-07-05_2,2,DJ Snake & Lil Jon,Turn Down For What,1,1,28,2014-07-05
2014-07-05_3,3,Disclosure Featuring Sam Smith,Latch,3,3,43,2014-07-05
2014-07-05_4,4,Avicii,Wake Me Up!,5,1,52,2014-07-05
2014-07-05_5,5,Tiesto Featuring Matthew Koma,Wasted,7,5,9,2014-07-05
2014-07-05_6,6,Shakira,Dare (La La La),6,5,13,2014-07-05
2014-07-05_7,7,Martin Garrix,Animals,8,3,50,2014-07-05
2014-07-05_8,8,Clean Bandit Featuring Jess Glynne,Rather Be,9,8,20,2014-07-05
2014-07-05_9,9,Tiesto,Red Lights,10,5,27,2014-07-05
2014-07-05_10,10,Afrojack Featuring Wrabel,Ten Feet Tall,12,10,20,2014-07-05
2014-07-05_11,11,PSY Featuring Snoop Dogg,Hangover,4,4,2,2014-07-05
2014-07-05_12,12,David Guetta & Showtek Featuring VASSY,Bad,11,11,11,2014-07-05
2014-07-05_13,13,The Chainsmokers,#SELFIE,13,1,19,2014-07-05
2014-07-05_14,14,Kiesza,Hideaway,17,14,9,2014-07-05
2014-07-05_15,15,Tegan And Sara Featuring The Lonely Island,Everything Is AWESOME!!!,24,7,20,2014-07-05
2014-07-05_16,16,Cazzette Featuring The High,Sleepless,15,15,6,2014-07-05
2014-07-05_17,17,Chromeo,Jealous (I Ain't With It),18,15,12,2014-07-05
2014-07-05_18,18,Duke Dumont Featuring Jax Jones,I Got U,14,13,15,2014-07-05
2014-07-05_19,19,Zedd Featuring Matthew Koma & Miriam Bryant,Find You,19,10,22,2014-07-05
2014-07-05_20,20,Timeflies,All The Way,22,11,22,2014-07-05
2014-07-05_21,21,Disclosure Featuring Eliza Doolittle,You & Me,20,19,17,2014-07-05
2014-07-05_22,22,Royksopp & Robyn,Do It Again,21,16,8,2014-07-05
2014-07-05_23,23,Deorro,Five Hours,23,23,13,2014-07-05
2014-07-05_24,24,Route 94 Featuring Jess Glynne,My Love,25,24,10,2014-07-05
2014-07-05_25,25,"Skrillex With Kill The Noise, Fatman Scoop & Michael Angelakos",Recess,26,13,14,2014-07-05
2014-07-05_26,26,Bingo Players,Knock You Out,33,26,6,2014-07-05
2014-07-05_27,27,Klingande,Jubel,27,27,15,2014-07-05
2014-07-05_28,28,David Guetta Featuring Skylar Grey,Shot Me Down,28,15,19,2014-07-05
2014-07-05_29,29,Dillon Francis & DJ Snake,Get Low,29,13,19,2014-07-05
2014-07-05_30,30,Keys 'N Krates,Dum Dee Dum,32,26,11,2014-07-05
2014-07-05_31,31,Tiesto Featuring Icona Pop,Let's Go,34,30,6,2014-07-05
2014-07-05_32,32,Martha Wash,I'm Not Coming Down,37,32,3,2014-07-05
2014-07-05_33,33,deadmau5,Avaritia,31,22,5,2014-07-05
2014-07-05_34,34,Bassnectar Featuring W. Darling,You & Me,35,34,3,2014-07-05
2014-07-05_35,35,Tiesto & Firebeatz Featuring Ladyhawke,Last Train,0,35,1,2014-07-05
2014-07-05_36,36,Dawin,Just Girly Things,0,28,5,2014-07-05
2014-07-05_37,37,Porter Robinson Featuring Urban Cone,Lionhearted,0,37,1,2014-07-05
2014-07-05_38,38,Bimbo Jones & Beverley Knight,I Found Out,44,38,2,2014-07-05
2014-07-05_39,39,Daft Punk Featuring Negin,Derezzed (2014),0,39,1,2014-07-05
2014-07-05_40,40,deadmau5 Featuring Colleen D'Agostino,Seeya,30,25,4,2014-07-05
2014-07-05_41,41,Skrillex With Ragga Twins,Ragga Bomb,41,16,14,2014-07-05
2014-07-05_42,42,3LAU Featuring Bright Lights,How You Love Me,38,29,13,2014-07-05
2014-07-05_43,43,Steve Aoki Featuring Waka Flocka Flame,Rage The Night Away,49,20,9,2014-07-05
2014-07-05_44,44,Stromae,Papaoutai,0,40,4,2014-07-05
2014-07-05_45,45,"Steve Aoki, Diplo & Deorro Featuring Steve Bays",Freak,0,43,6,2014-07-05
2014-07-05_46,46,Dave Aude Featuring Andy Bell,Aftermath (Here We Go),0,46,1,2014-07-05
2014-07-05_47,47,Cash Cash Featuring John Rzeznik,Lightning,45,45,3,2014-07-05
2014-07-05_48,48,Syn Cole Featuring Madame Buttons,Miami 82,36,35,7,2014-07-05
2014-07-05_49,49,Cash Cash,Overtime,39,39,5,2014-07-05
2014-07-05_50,50,Disclosure Featuring Mary J. Blige,F For You,48,37,14,2014-07-05
2014-07-12_1,1,Calvin Harris,Summer,0,1,16,2014-07-12
2014-07-12_2,2,DJ Snake & Lil Jon,Turn Down For What,2,1,29,2014-07-12
2014-07-12_3,3,Disclosure Featuring Sam Smith,Latch,3,3,44,2014-07-12
2014-07-12_4,4,Avicii,Wake Me Up!,4,1,53,2014-07-12
2014-07-12_5,5,Tiesto Featuring Matthew Koma,Wasted,5,5,10,2014-07-12
2014-07-12_6,6,Clean Bandit Featuring Jess Glynne,Rather Be,8,6,21,2014-07-12
2014-07-12_7,7,Shakira,Dare (La La La),6,5,14,2014-07-12
2014-07-12_8,8,Martin Garrix,Animals,7,3,51,2014-07-12
2014-07-12_9,9,Afrojack Featuring Wrabel,Ten Feet Tall,10,9,21,2014-07-12
2014-07-12_10,10,Tiesto,Red Lights,9,5,28,2014-07-12
2014-07-12_11,11,Kiesza,Hideaway,14,11,10,2014-07-12
2014-07-12_12,12,David Guetta & Showtek Featuring VASSY,Bad,12,11,12,2014-07-12
2014-07-12_13,13,The Chainsmokers,#SELFIE,13,1,20,2014-07-12
2014-07-12_14,14,PSY Featuring Snoop Dogg,Hangover,11,4,3,2014-07-12
2014-07-12_15,15,Chromeo,Jealous (I Ain't With It),17,15,13,2014-07-12
2014-07-12_16,16,Tegan And Sara Featuring The Lonely Island,Everything Is AWESOME!!!,15,7,21,2014-07-12
2014-07-12_17,17,Cazzette Featuring The High,Sleepless,16,15,7,2014-07-12
2014-07-12_18,18,Duke Dumont Featuring Jax Jones,I Got U,18,13,16,2014-07-12
2014-07-12_19,19,Timeflies,All The Way,20,11,23,2014-07-12
2014-07-12_20,20,Zedd Featuring Matthew Koma & Miriam Bryant,Find You,19,10,23,2014-07-12
2014-07-12_21,21,Disclosure Featuring Eliza Doolittle,You & Me,21,19,18,2014-07-12
2014-07-12_22,22,Deorro,Five Hours,23,22,14,2014-07-12
2014-07-12_23,23,Route 94 Featuring Jess Glynne,My Love,24,23,11,2014-07-12
2014-07-12_24,24,Bassnectar Featuring W. Darling,You & Me,34,24,4,2014-07-12
2014-07-12_25,25,Bingo Players,Knock You Out,26,25,7,2014-07-12
2014-07-12_26,26,Royksopp & Robyn,Do It Again,22,16,9,2014-07-12
2014-07-12_27,27,Dillon Francis & DJ Snake,Get Low,29,13,20,2014-07-12
2014-07-12_28,28,"Skrillex With Kill The Noise, Fatman Scoop & Michael Angelakos",Recess,25,13,15,2014-07-12
2014-07-12_29,29,Klingande,Jubel,27,27,16,2014-07-12
2014-07-12_30,30,David Guetta Featuring Skylar Grey,Shot Me Down,28,15,20,2014-07-12
2014-07-12_31,31,Martha Wash,I'm Not Coming Down,32,31,4,2014-07-12
2014-07-12_32,32,Keys 'N Krates,Dum Dee Dum,30,26,12,2014-07-12
2014-07-12_33,33,"Steve Aoki, Diplo & Deorro Featuring Steve Bays",Freak,45,33,7,2014-07-12
2014-07-12_34,34,"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",Delirious (Boneless),0,34,1,2014-07-12
2014-07-12_35,35,deadmau5,Avaritia,33,22,6,2014-07-12
2014-07-12_36,36,3LAU Featuring Bright Lights,How You Love Me,42,29,14,2014-07-12
2014-07-12_37,37,Daft Punk Featuring Negin,Derezzed (2014),39,37,2,2014-07-12
2014-07-12_38,38,Bimbo Jones & Beverley Knight,I Found Out,38,38,3,2014-07-12
2014-07-12_39,39,Far East Movement & Sidney Samson,Bang It To The Curb,0,39,1,2014-07-12
2014-07-12_40,40,Steve Aoki Featuring Waka Flocka Flame,Rage The Night Away,43,20,10,2014-07-12
2014-07-12_41,41,Dave Aude Featuring Andy Bell,Aftermath (Here We Go),46,41,2,2014-07-12
2014-07-12_42,42,Skrillex With Ragga Twins,Ragga Bomb,41,16,15,2014-07-12
2014-07-12_43,43,Porter Robinson Featuring Urban Cone,Lionhearted,37,37,2,2014-07-12
2014-07-12_44,44,Tiesto Featuring Icona Pop,Let's Go,31,30,7,2014-07-12
2014-07-12_45,45,Cash Cash Featuring John Rzeznik,Lightning,47,45,4,2014-07-12
2014-07-12_46,46,Stromae,Papaoutai,44,40,5,2014-07-12
2014-07-12_47,47,Disclosure Featuring Mary J. Blige,F For You,50,37,15,2014-07-12
2014-07-12_48,48,Duck Sauce,NRG,0,47,2,2014-07-12
2014-07-12_49,49,Dawin,Just Girly Things,36,28,6,2014-07-12
2014-07-12_50,50,Cash Cash,Overtime,49,39,6,2014-07-12
2014-07-19_1,1,Calvin Harris,Summer,0,1,17,2014-07-19
2014-07-19_2,2,DJ Snake & Lil Jon,Turn Down For What,2,1,30,2014-07-19
2014-07-19_3,3,Disclosure Featuring Sam Smith,Latch,3,3,45,2014-07-19
2014-07-19_4,4,Ariana Grande Featuring Zedd,Break Free,0,4,1,2014-07-19
2014-07-19_5,5,Tiesto Featuring Matthew Koma,Wasted,5,5,11,2014-07-19
2014-07-19_6,6,Clean Bandit Featuring Jess Glynne,Rather Be,6,6,22,2014-07-19
2014-07-19_7,7,Coldplay,A Sky Full Of Stars,0,7,1,2014-07-19
2014-07-19_8,8,Shakira,Dare (La La La),7,5,15,2014-07-19
2014-07-19_9,9,Martin Garrix,Animals,8,3,52,2014-07-19
2014-07-19_10,10,Afrojack Featuring Wrabel,Ten Feet Tall,9,9,22,2014-07-19
2014-07-19_11,11,Kiesza,Hideaway,11,11,11,2014-07-19
2014-07-19_12,12,David Guetta Featuring Sam Martin,Lovers On The Sun,0,12,1,2014-07-19
2014-07-19_13,13,David Guetta & Showtek Featuring VASSY,Bad,12,11,13,2014-07-19
2014-07-19_14,14,Chromeo,Jealous (I Ain't With It),15,14,14,2014-07-19
2014-07-19_15,15,The Chainsmokers,#SELFIE,13,1,21,2014-07-19
2014-07-19_16,16,Cazzette Featuring The High,Sleepless,17,15,8,2014-07-19
2014-07-19_17,17,PSY Featuring Snoop Dogg,Hangover,14,4,4,2014-07-19
2014-07-19_18,18,Tegan And Sara Featuring The Lonely Island,Everything Is AWESOME!!!,16,7,22,2014-07-19
2014-07-19_19,19,Duke Dumont Featuring Jax Jones,I Got U,18,13,17,2014-07-19
2014-07-19_20,20,Electrowave,Summer (Calvin Harris Tribute),0,20,1,2014-07-19
2014-07-19_21,21,Royksopp & Robyn,Do It Again,26,16,10,2014-07-19
2014-07-19_22,22,Deorro,Five Hours,22,22,15,2014-07-19
2014-07-19_23,23,Zedd Featuring Matthew Koma & Miriam Bryant,Find You,20,10,24,2014-07-19
2014-07-19_24,24,Disclosure Featuring Eliza Doolittle,You & Me,21,19,19,2014-07-19
2014-07-19_25,25,Bingo Players,Knock You Out,25,25,8,2014-07-19
2014-07-19_26,26,Route 94 Featuring Jess Glynne,My Love,23,23,12,2014-07-19
2014-07-19_27,27,"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",Delirious (Boneless),34,27,2,2014-07-19
2014-07-19_28,28,Klingande,Jubel,29,27,17,2014-07-19
2014-07-19_29,29,"Skrillex With Kill The Noise, Fatman Scoop & Michael Angelakos",Recess,28,13,16,2014-07-19
2014-07-19_30,30,Martha Wash,I'm Not Coming Down,31,30,5,2014-07-19
2014-07-19_31,31,Keys 'N Krates,Dum Dee Dum,32,26,13,2014-07-19
2014-07-19_32,32,Daft Punk Featuring Negin,Derezzed (2014),37,32,3,2014-07-19
2014-07-19_33,33,Bassnectar Featuring W. Darling,You & Me,24,24,5,2014-07-19
2014-07-19_34,34,Dave Aude Featuring Andy Bell,Aftermath (Here We Go),41,34,3,2014-07-19
2014-07-19_35,35,ZHU,Faded,0,35,1,2014-07-19
2014-07-19_36,36,3LAU Featuring Bright Lights,How You Love Me,36,29,15,2014-07-19
2014-07-19_37,37,"Steve Aoki, Diplo & Deorro Featuring Steve Bays",Freak,33,33,8,2014-07-19
2014-07-19_38,38,Dawin,Just Girly Things,49,28,7,2014-07-19
2014-07-19_39,39,Cash Cash Featuring John Rzeznik,Lightning,45,39,5,2014-07-19
2014-07-19_40,40,Skrillex With Ragga Twins,Ragga Bomb,42,16,16,2014-07-19
2014-07-19_41,41,Steve Aoki Featuring Waka Flocka Flame,Rage The Night Away,40,20,11,2014-07-19
2014-07-19_42,42,Porter Robinson Featuring Urban Cone,Lionhearted,43,37,3,2014-07-19
2014-07-19_43,43,John Martin,Anywhere For You,0,43,1,2014-07-19
2014-07-19_44,44,Stromae,Papaoutai,46,40,6,2014-07-19
2014-07-19_45,45,Disclosure Featuring Mary J. Blige,F For You,47,37,16,2014-07-19
2014-07-19_46,46,Cash Cash,Overtime,50,39,7,2014-07-19
2014-07-19_47,47,Tiesto Featuring Icona Pop,Let's Go,44,30,8,2014-07-19
2014-07-19_48,48,Noisia,Tommy's Theme,0,44,4,2014-07-19
2014-07-19_49,49,Arty Featuring Angel Taylor,Up All Night,0,49,1,2014-07-19
2014-07-19_50,50,deadmau5,Avaritia,35,22,7,2014-07-19
2014-07-26_1,1,Calvin Harris,Summer,0,1,18,2014-07-26
2014-07-26_2,2,Disclosure Featuring Sam Smith,Latch,3,2,46,2014-07-26
2014-07-26_3,3,DJ Snake & Lil Jon,Turn Down For What,2,1,31,2014-07-26
2014-07-26_4,4,Ariana Grande Featuring Zedd,Break Free,4,4,2,2014-07-26
2014-07-26_5,5,Clean Bandit Featuring Jess Glynne,Rather Be,6,5,23,2014-07-26
2014-07-26_6,6,Tiesto Featuring Matthew Koma,Wasted,5,5,12,2014-07-26
2014-07-26_7,7,Coldplay,A Sky Full Of Stars,7,7,2,2014-07-26
2014-07-26_8,8,Shakira,Dare (La La La),8,5,16,2014-07-26
2014-07-26_9,9,Kiesza,Hideaway,11,9,12,2014-07-26
2014-07-26_10,10,Afrojack Featuring Wrabel,Ten Feet Tall,10,9,23,2014-07-26
2014-07-26_11,11,David Guetta & Showtek Featuring VASSY,Bad,13,11,14,2014-07-26
2014-07-26_12,12,Chromeo,Jealous (I Ain't With It),14,12,15,2014-07-26
2014-07-26_13,13,The Chainsmokers,#SELFIE,15,1,22,2014-07-26
2014-07-26_14,14,Cazzette Featuring The High,Sleepless,16,14,9,2014-07-26
2014-07-26_15,15,"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",Delirious (Boneless),27,15,3,2014-07-26
2014-07-26_16,16,"Skrillex With Kill The Noise, Fatman Scoop & Michael Angelakos",Recess,29,13,17,2014-07-26
2014-07-26_17,17,PSY Featuring Snoop Dogg,Hangover,17,4,5,2014-07-26
2014-07-26_18,18,David Guetta Featuring Sam Martin,Lovers On The Sun,12,12,2,2014-07-26
2014-07-26_19,19,Duke Dumont Featuring Jax Jones,I Got U,19,13,18,2014-07-26
2014-07-26_20,20,Tegan And Sara Featuring The Lonely Island,Everything Is AWESOME!!!,18,7,23,2014-07-26
2014-07-26_21,21,Bingo Players,Knock You Out,25,21,9,2014-07-26
2014-07-26_22,22,Disclosure Featuring Eliza Doolittle,You & Me,24,19,20,2014-07-26
2014-07-26_23,23,Deorro,Five Hours,22,22,16,2014-07-26
2014-07-26_24,24,Route 94 Featuring Jess Glynne,My Love,26,23,13,2014-07-26
2014-07-26_25,25,Royksopp & Robyn,Do It Again,21,16,11,2014-07-26
2014-07-26_26,26,Nari & Milani And Cristian Marchi Featuring Luciana,I Got My Eye On You,0,14,2,2014-07-26
2014-07-26_27,27,Klingande,Jubel,28,27,18,2014-07-26
2014-07-26_28,28,Martha Wash,I'm Not Coming Down,30,28,6,2014-07-26
2014-07-26_29,29,Daft Punk Featuring Negin,Derezzed (2014),32,29,4,2014-07-26
2014-07-26_30,30,Keys 'N Krates,Dum Dee Dum,31,26,14,2014-07-26
2014-07-26_31,31,"Sander van Doorn, Martin Garrix, DVBBS Featuring Aleesia",Gold Skies,0,31,1,2014-07-26
2014-07-26_32,32,Dave Aude Featuring Andy Bell,Aftermath (Here We Go),34,32,4,2014-07-26
2014-07-26_33,33,ZHU,Faded,35,33,2,2014-07-26
2014-07-26_34,34,Bassnectar Featuring W. Darling,You & Me,33,24,6,2014-07-26
2014-07-26_35,35,Lillywood & Robin Schulz,Prayer In C,0,35,1,2014-07-26
2014-07-26_36,36,Dawin,Just Girly Things,38,28,8,2014-07-26
2014-07-26_37,37,3LAU Featuring Bright Lights,How You Love Me,36,29,16,2014-07-26
2014-07-26_38,38,RAC Featuring Matthew Koma,Cheap Sunglasses,0,38,1,2014-07-26
2014-07-26_39,39,Skrillex With Ragga Twins,Ragga Bomb,40,16,17,2014-07-26
2014-07-26_40,40,"Steve Aoki, Diplo & Deorro Featuring Steve Bays",Freak,37,33,9,2014-07-26
2014-07-26_41,41,Grimes Featuring Blood Diamond,Go!,0,41,1,2014-07-26
2014-07-26_42,42,Steve Aoki Featuring Waka Flocka Flame,Rage The Night Away,41,20,12,2014-07-26
2014-07-26_43,43,Dimitri Vegas & Martin Garrix & Like Mike,Tremor (Sensation 2014 Anthem),0,43,1,2014-07-26
2014-07-26_44,44,Cash Cash,Overtime,46,39,8,2014-07-26
2014-07-26_45,45,Cash Cash Featuring John Rzeznik,Lightning,39,39,6,2014-07-26
2014-07-26_46,46,Porter Robinson Featuring Urban Cone,Lionhearted,42,37,4,2014-07-26
2014-07-26_47,47,Kiesza,Giant In My Heart,0,47,1,2014-07-26
2014-07-26_48,48,Tiesto Featuring Icona Pop,Let's Go,47,30,9,2014-07-26
2014-07-26_49,49,Disclosure Featuring Mary J. Blige,F For You,45,37,17,2014-07-26
2014-07-26_50,50,Noisia,Tommy's Theme,48,44,5,2014-07-26
2014-08-02_1,1,Disclosure Featuring Sam Smith,Latch,2,1,47,2014-08-02
2014-08-02_2,2,Calvin Harris,Summer,1,1,19,2014-08-02
2014-08-02_3,3,DJ Snake & Lil Jon,Turn Down For What,3,1,32,2014-08-02
2014-08-02_4,4,Ariana Grande Featuring Zedd,Break Free,4,4,3,2014-08-02
2014-08-02_5,5,Clean Bandit Featuring Jess Glynne,Rather Be,5,5,24,2014-08-02
2014-08-02_6,6,Coldplay,A Sky Full Of Stars,7,6,3,2014-08-02
2014-08-02_7,7,Tiesto Featuring Matthew Koma,Wasted,6,5,13,2014-08-02
2014-08-02_8,8,Shakira,Dare (La La La),8,5,17,2014-08-02
2014-08-02_9,9,Kiesza,Hideaway,9,9,13,2014-08-02
2014-08-02_10,10,Mr. Probz,Waves,0,10,1,2014-08-02
2014-08-02_11,11,Afrojack Featuring Wrabel,Ten Feet Tall,10,9,24,2014-08-02
2014-08-02_12,12,"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",Delirious (Boneless),15,12,4,2014-08-02
2014-08-02_13,13,David Guetta & Showtek Featuring VASSY,Bad,11,11,15,2014-08-02
2014-08-02_14,14,Chromeo,Jealous (I Ain't With It),12,12,16,2014-08-02
2014-08-02_15,15,Cazzette Featuring The High,Sleepless,14,14,10,2014-08-02
2014-08-02_16,16,The Chainsmokers,#SELFIE,13,1,23,2014-08-02
2014-08-02_17,17,Duke Dumont Featuring Jax Jones,I Got U,19,13,19,2014-08-02
2014-08-02_18,18,PSY Featuring Snoop Dogg,Hangover,17,4,6,2014-08-02
2014-08-02_19,19,Tegan And Sara Featuring The Lonely Island,Everything Is AWESOME!!!,20,7,24,2014-08-02
2014-08-02_20,20,"Skrillex With Kill The Noise, Fatman Scoop & Michael Angelakos",Recess,16,13,18,2014-08-02
2014-08-02_21,21,David Guetta Featuring Sam Martin,Lovers On The Sun,18,12,3,2014-08-02
2014-08-02_22,22,Disclosure Featuring Eliza Doolittle,You & Me,22,19,21,2014-08-02
2014-08-02_23,23,Deorro,Five Hours,23,22,17,2014-08-02
2014-08-02_24,24,Royksopp & Robyn,Do It Again,25,16,12,2014-08-02
2014-08-02_25,25,Klingande,Jubel,27,25,19,2014-08-02
2014-08-02_26,26,Bingo Players,Knock You Out,21,21,10,2014-08-02
2014-08-02_27,27,Daft Punk Featuring Negin,Derezzed (2014),29,27,5,2014-08-02
2014-08-02_28,28,Route 94 Featuring Jess Glynne,My Love,24,23,14,2014-08-02
2014-08-02_29,29,Dave Aude Featuring Andy Bell,Aftermath (Here We Go),32,29,5,2014-08-02
2014-08-02_30,30,"Sander van Doorn, Martin Garrix, DVBBS Featuring Aleesia",Gold Skies,31,30,2,2014-08-02
2014-08-02_31,31,Keys 'N Krates,Dum Dee Dum,30,26,15,2014-08-02
2014-08-02_32,32,Lillywood & Robin Schulz,Prayer In C,35,32,2,2014-08-02
2014-08-02_33,33,ZHU,Faded,33,33,3,2014-08-02
2014-08-02_34,34,3LAU Featuring Bright Lights,How You Love Me,37,29,17,2014-08-02
2014-08-02_35,35,Chromeo Featuring Toro y Moi,Come Alive,0,35,2,2014-08-02
2014-08-02_36,36,Martha Wash,I'm Not Coming Down,28,28,7,2014-08-02
2014-08-02_37,37,Bassnectar Featuring W. Darling,You & Me,34,24,7,2014-08-02
2014-08-02_38,38,Dawin,Just Girly Things,36,28,9,2014-08-02
2014-08-02_39,39,Steve Aoki Featuring Waka Flocka Flame,Rage The Night Away,42,20,13,2014-08-02
2014-08-02_40,40,Dimitri Vegas & Martin Garrix & Like Mike,Tremor (Sensation 2014 Anthem),43,40,2,2014-08-02
2014-08-02_41,41,"Steve Aoki, Diplo & Deorro Featuring Steve Bays",Freak,40,33,10,2014-08-02
2014-08-02_42,42,Skrillex With Ragga Twins,Ragga Bomb,39,16,18,2014-08-02
2014-08-02_43,43,Grimes Featuring Blood Diamond,Go!,41,41,2,2014-08-02
2014-08-02_44,44,Porter Robinson Featuring Urban Cone,Lionhearted,46,37,5,2014-08-02
2014-08-02_45,45,Oliver Heldens X Becky Hill,Gecko (Overdrive),0,45,1,2014-08-02
2014-08-02_46,46,Noisia,Tommy's Theme,50,44,6,2014-08-02
2014-08-02_47,47,Cash Cash Featuring John Rzeznik,Lightning,45,39,7,2014-08-02
2014-08-02_48,48,RAC Featuring Matthew Koma,Cheap Sunglasses,38,38,2,2014-08-02
2014-08-02_49,49,Disclosure,Help Me Lose My Mind,0,49,4,2014-08-02
2014-08-02_50,50,Basement Jaxx,Never Say Never,0,50,1,2014-08-02
2014-08-09_1,1,Disclosure Featuring Sam Smith,Latch,0,1,48,2014-08-09
2014-08-09_2,2,Calvin Harris,Summer,2,1,20,2014-08-09
2014-08-09_3,3,DJ Snake & Lil Jon,Turn Down For What,3,1,33,2014-08-09
2014-08-09_4,4,Clean Bandit Featuring Jess Glynne,Rather Be,5,4,25,2014-08-09
2014-08-09_5,5,Ariana Grande Featuring Zedd,Break Free,4,4,4,2014-08-09
2014-08-09_6,6,Coldplay,A Sky Full Of Stars,6,6,4,2014-08-09
2014-08-09_7,7,Tiesto Featuring Matthew Koma,Wasted,7,5,14,2014-08-09
2014-08-09_8,8,Kiesza,Hideaway,9,8,14,2014-08-09
2014-08-09_9,9,Shakira,Dare (La La La),8,5,18,2014-08-09
2014-08-09_10,10,Mr. Probz,Waves,10,10,2,2014-08-09
2014-08-09_11,11,Afrojack Featuring Wrabel,Ten Feet Tall,11,9,25,2014-08-09
2014-08-09_12,12,"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",Delirious (Boneless),12,12,5,2014-08-09
2014-08-09_13,13,Lil Jon Featuring Tyga,Bend Ova,0,13,1,2014-08-09
2014-08-09_14,14,David Guetta & Showtek Featuring VASSY,Bad,13,11,16,2014-08-09
2014-08-09_15,15,Chromeo,Jealous (I Ain't With It),14,12,17,2014-08-09
2014-08-09_16,16,Duke Dumont Featuring Jax Jones,I Got U,17,13,20,2014-08-09
2014-08-09_17,17,The Chainsmokers,#SELFIE,16,1,24,2014-08-09
2014-08-09_18,18,Basement Jaxx,Never Say Never,50,18,2,2014-08-09
2014-08-09_19,19,Cazzette Featuring The High,Sleepless,15,14,11,2014-08-09
2014-08-09_20,20,David Guetta Featuring Sam Martin,Lovers On The Sun,21,12,4,2014-08-09
2014-08-09_21,21,Tegan And Sara Featuring The Lonely Island,Everything Is AWESOME!!!,19,7,25,2014-08-09
2014-08-09_22,22,Royksopp & Robyn,Do It Again,24,16,13,2014-08-09
2014-08-09_23,23,PSY Featuring Snoop Dogg,Hangover,18,4,7,2014-08-09
2014-08-09_24,24,Klingande,Jubel,25,24,20,2014-08-09
2014-08-09_25,25,"Skrillex With Kill The Noise, Fatman Scoop & Michael Angelakos",Recess,20,13,19,2014-08-09
2014-08-09_26,26,Deorro,Five Hours,23,22,18,2014-08-09
2014-08-09_27,27,Dave Aude Featuring Andy Bell,Aftermath (Here We Go),29,27,6,2014-08-09
2014-08-09_28,28,Hudson Mohawke,Chimes,0,28,1,2014-08-09
2014-08-09_29,29,La Roux,Uptight Downtown,0,29,1,2014-08-09
2014-08-09_30,30,Lillywood & Robin Schulz,Prayer In C,32,30,3,2014-08-09
2014-08-09_31,31,Route 94 Featuring Jess Glynne,My Love,28,23,15,2014-08-09
2014-08-09_32,32,Keys 'N Krates,Dum Dee Dum,31,26,16,2014-08-09
2014-08-09_33,33,Bingo Players,Knock You Out,26,21,11,2014-08-09
2014-08-09_34,34,Icona Pop,Get Lost,0,34,1,2014-08-09
2014-08-09_35,35,"Sander van Doorn, Martin Garrix, DVBBS Featuring Aleesia",Gold Skies,30,30,3,2014-08-09
2014-08-09_36,36,ZHU,Faded,33,33,4,2014-08-09
2014-08-09_37,37,3LAU Featuring Bright Lights,How You Love Me,34,29,18,2014-08-09
2014-08-09_38,38,Steve Angello Featuring Dougy,Wasted Love,0,38,1,2014-08-09
