,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2011-08-27_1,1,Nicki Minaj,Super Bass,0,1,1,2011-08-27
2011-08-27_2,2,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,0,2,1,2011-08-27
2011-08-27_3,3,Katy Perry,Last Friday Night (T.G.I.F.),0,3,1,2011-08-27
2011-08-27_4,4,Bruno Mars,The Lazy Song,0,4,1,2011-08-27
2011-08-27_5,5,Jennifer Lopez Featuring Pitbull,On The Floor,0,5,1,2011-08-27
2011-08-27_6,6,Don Omar & Lucenzo,Danza Kuduro,0,6,1,2011-08-27
2011-08-27_7,7,Pitbull Featuring Marc Anthony,Rain Over Me,0,7,1,2011-08-27
2011-08-27_8,8,Adele,Rolling In The Deep,0,8,1,2011-08-27
2011-08-27_9,9,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,0,9,1,2011-08-27
2011-08-27_10,10,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,0,10,1,2011-08-27
2011-08-27_11,11,Selena Gomez & The Scene,Love You Like A Love Song,0,11,1,2011-08-27
2011-08-27_12,12,Justin Bieber Featuring Ludacris,Baby,0,12,1,2011-08-27
2011-08-27_13,13,Rihanna,Man Down,0,13,1,2011-08-27
2011-08-27_14,14,Adele,Someone Like You,0,14,1,2011-08-27
2011-08-27_15,15,Shakira Featuring Freshlyground,Waka Waka (This Time For Africa),0,15,1,2011-08-27
2011-08-27_16,16,Alexandra Stan,Mr. Saxobeat,0,16,1,2011-08-27
2011-08-27_17,17,Shakira Featuring Pitbull Or El Cata,Rabiosa,0,17,1,2011-08-27
2011-08-27_18,18,Jessie J Featuring B.o.B,Price Tag,0,18,1,2011-08-27
2011-08-27_19,19,Rihanna,California King Bed,0,19,1,2011-08-27
2011-08-27_20,20,Jennifer Lopez Featuring Lil Wayne,I'm Into You,0,20,1,2011-08-27
2011-08-27_21,21,Jay Z Kanye West Featuring Otis Redding,Otis,0,21,1,2011-08-27
2011-08-27_22,22,Beyonce,Best Thing I Never Had,0,22,1,2011-08-27
2011-08-27_23,23,David Guetta Featuring Flo Rida & Nicki Minaj,Where Them Girls At,0,23,1,2011-08-27
2011-08-27_24,24,Demi Lovato,Skyscraper,0,24,1,2011-08-27
2011-08-27_25,25,Drake,Marvins Room,0,25,1,2011-08-27
2011-09-03_1,1,Nicki Minaj,Super Bass,0,1,2,2011-09-03
2011-09-03_2,2,Lady Gaga,You And I,0,2,1,2011-09-03
2011-09-03_3,3,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,2,2,2,2011-09-03
2011-09-03_4,4,Katy Perry,Last Friday Night (T.G.I.F.),3,3,2,2011-09-03
2011-09-03_5,5,Don Omar & Lucenzo,Danza Kuduro,6,5,2,2011-09-03
2011-09-03_6,6,Bruno Mars,The Lazy Song,4,4,2,2011-09-03
2011-09-03_7,7,Pitbull Featuring Marc Anthony,Rain Over Me,7,7,2,2011-09-03
2011-09-03_8,8,Jennifer Lopez Featuring Pitbull,On The Floor,5,5,2,2011-09-03
2011-09-03_9,9,Adele,Rolling In The Deep,8,8,2,2011-09-03
2011-09-03_10,10,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,9,9,2,2011-09-03
2011-09-03_11,11,Adele,Someone Like You,14,11,2,2011-09-03
2011-09-03_12,12,Rihanna,Man Down,13,12,2,2011-09-03
2011-09-03_13,13,Alexandra Stan,Mr. Saxobeat,16,13,2,2011-09-03
2011-09-03_14,14,Selena Gomez & The Scene,Love You Like A Love Song,11,11,2,2011-09-03
2011-09-03_15,15,Shakira Featuring Pitbull Or El Cata,Rabiosa,17,15,2,2011-09-03
2011-09-03_16,16,Justin Bieber Featuring Ludacris,Baby,12,12,2,2011-09-03
2011-09-03_17,17,Jay Z Kanye West Featuring Otis Redding,Otis,21,17,2,2011-09-03
2011-09-03_18,18,Shakira Featuring Freshlyground,Waka Waka (This Time For Africa),15,15,2,2011-09-03
2011-09-03_19,19,Rihanna,California King Bed,19,19,2,2011-09-03
2011-09-03_20,20,Beyonce,Best Thing I Never Had,22,20,2,2011-09-03
2011-09-03_21,21,Jennifer Lopez Featuring Lil Wayne,I'm Into You,20,20,2,2011-09-03
2011-09-03_22,22,David Guetta Featuring Flo Rida & Nicki Minaj,Where Them Girls At,23,22,2,2011-09-03
2011-09-03_23,23,Patient Zero Featuring Yogscast,Dwarf Hole (Diggy Diggy Hole),0,23,1,2011-09-03
2011-09-03_24,24,Drake,Marvins Room,25,24,2,2011-09-03
2011-09-03_25,25,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,10,10,2,2011-09-03
2011-09-10_1,1,Nicki Minaj,Super Bass,0,1,3,2011-09-10
2011-09-10_2,2,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,3,2,3,2011-09-10
2011-09-10_3,3,Don Omar & Lucenzo,Danza Kuduro,5,3,3,2011-09-10
2011-09-10_4,4,Pitbull Featuring Marc Anthony,Rain Over Me,7,4,3,2011-09-10
2011-09-10_5,5,Katy Perry,Last Friday Night (T.G.I.F.),4,3,3,2011-09-10
2011-09-10_6,6,Bruno Mars,The Lazy Song,6,4,3,2011-09-10
2011-09-10_7,7,Jennifer Lopez Featuring Pitbull,On The Floor,8,5,3,2011-09-10
2011-09-10_8,8,Adele,Rolling In The Deep,9,8,3,2011-09-10
2011-09-10_9,9,Lady Gaga,You And I,2,2,2,2011-09-10
2011-09-10_10,10,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,10,9,3,2011-09-10
2011-09-10_11,11,Adele,Someone Like You,11,11,3,2011-09-10
2011-09-10_12,12,Selena Gomez & The Scene,Love You Like A Love Song,14,11,3,2011-09-10
2011-09-10_13,13,Rihanna,Man Down,12,12,3,2011-09-10
2011-09-10_14,14,Alexandra Stan,Mr. Saxobeat,13,13,3,2011-09-10
2011-09-10_15,15,Shakira Featuring Pitbull Or El Cata,Rabiosa,15,15,3,2011-09-10
2011-09-10_16,16,David Guetta Featuring Flo Rida & Nicki Minaj,Where Them Girls At,22,16,3,2011-09-10
2011-09-10_17,17,Rihanna,California King Bed,19,17,3,2011-09-10
2011-09-10_18,18,David Guetta Featuring Jennifer Hudson,Night Of Your Life,0,18,1,2011-09-10
2011-09-10_19,19,Beyonce,Best Thing I Never Had,20,19,3,2011-09-10
2011-09-10_20,20,Jennifer Lopez Featuring Lil Wayne,I'm Into You,21,20,3,2011-09-10
2011-09-10_21,21,Bad Meets Evil Featuring Bruno Mars,Lighters,0,21,1,2011-09-10
2011-09-10_22,22,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,25,10,3,2011-09-10
2011-09-10_23,23,Drake,Marvins Room,24,23,3,2011-09-10
2011-09-10_24,24,Adele,Set Fire To The Rain,0,24,1,2011-09-10
2011-09-10_25,25,Britney Spears,I Wanna Go,0,25,1,2011-09-10
2011-09-17_1,1,Lil Wayne Featuring Bruno Mars,Mirror,0,1,1,2011-09-17
2011-09-17_2,2,Nicki Minaj,Super Bass,1,1,4,2011-09-17
2011-09-17_3,3,Lil Wayne,How To Love,0,3,1,2011-09-17
2011-09-17_4,4,Adele,Someone Like You,11,4,4,2011-09-17
2011-09-17_5,5,Rihanna,Cheers (Drink To That),0,5,1,2011-09-17
2011-09-17_6,6,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,2,2,4,2011-09-17
2011-09-17_7,7,Katy Perry,Last Friday Night (T.G.I.F.),5,3,4,2011-09-17
2011-09-17_8,8,Don Omar & Lucenzo,Danza Kuduro,3,3,4,2011-09-17
2011-09-17_9,9,Kreayshawn,Gucci Gucci,0,9,1,2011-09-17
2011-09-17_10,10,Pitbull Featuring Marc Anthony,Rain Over Me,4,4,4,2011-09-17
2011-09-17_11,11,Adele,Rolling In The Deep,8,8,4,2011-09-17
2011-09-17_12,12,Beyonce,Love On Top,0,12,1,2011-09-17
2011-09-17_13,13,Bruno Mars,The Lazy Song,6,4,4,2011-09-17
2011-09-17_14,14,Jennifer Lopez Featuring Pitbull,On The Floor,7,5,4,2011-09-17
2011-09-17_15,15,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,10,9,4,2011-09-17
2011-09-17_16,16,Nicki Minaj Featuring Rihanna,Fly,0,16,1,2011-09-17
2011-09-17_17,17,Beyonce,1+1,0,17,1,2011-09-17
2011-09-17_18,18,Lady Gaga,You And I,9,2,3,2011-09-17
2011-09-17_19,19,Rihanna,Man Down,13,12,4,2011-09-17
2011-09-17_20,20,Selena Gomez & The Scene,Love You Like A Love Song,12,11,4,2011-09-17
2011-09-17_21,21,Lil Wayne Featuring Drake,She Will,0,21,1,2011-09-17
2011-09-17_22,22,Alexandra Stan,Mr. Saxobeat,14,13,4,2011-09-17
2011-09-17_23,23,Shakira Featuring Pitbull Or El Cata,Rabiosa,15,15,4,2011-09-17
2011-09-17_24,24,Justin Bieber Featuring Ludacris,Baby,0,12,3,2011-09-17
2011-09-17_25,25,Shakira Featuring Freshlyground,Waka Waka (This Time For Africa),0,15,3,2011-09-17
2011-09-24_1,1,Adele,Someone Like You,4,1,5,2011-09-24
2011-09-24_2,2,Nicki Minaj,Super Bass,2,1,5,2011-09-24
2011-09-24_3,3,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,6,2,5,2011-09-24
2011-09-24_4,4,Don Omar & Lucenzo,Danza Kuduro,8,3,5,2011-09-24
2011-09-24_5,5,Pitbull Featuring Marc Anthony,Rain Over Me,10,4,5,2011-09-24
2011-09-24_6,6,Lil Wayne,How To Love,3,3,2,2011-09-24
2011-09-24_7,7,Rihanna,Cheers (Drink To That),5,5,2,2011-09-24
2011-09-24_8,8,Adele,Rolling In The Deep,11,8,5,2011-09-24
2011-09-24_9,9,Katy Perry,Last Friday Night (T.G.I.F.),7,3,5,2011-09-24
2011-09-24_10,10,Avril Lavigne,Wish You Were Here,0,10,1,2011-09-24
2011-09-24_11,11,Bruno Mars,The Lazy Song,13,4,5,2011-09-24
2011-09-24_12,12,Jennifer Lopez Featuring Pitbull,On The Floor,14,5,5,2011-09-24
2011-09-24_13,13,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,15,9,5,2011-09-24
2011-09-24_14,14,Rihanna,Man Down,19,12,5,2011-09-24
2011-09-24_15,15,Justin Bieber Featuring Ludacris,Baby,24,12,4,2011-09-24
2011-09-24_16,16,Selena Gomez & The Scene,Love You Like A Love Song,20,11,5,2011-09-24
2011-09-24_17,17,Alexandra Stan,Mr. Saxobeat,22,13,5,2011-09-24
2011-09-24_18,18,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,0,10,4,2011-09-24
2011-09-24_19,19,Adele,Set Fire To The Rain,0,19,2,2011-09-24
2011-09-24_20,20,Shakira Featuring Freshlyground,Waka Waka (This Time For Africa),25,15,4,2011-09-24
2011-09-24_21,21,Foster The People,Pumped Up Kicks,0,21,1,2011-09-24
2011-09-24_22,22,Shakira Featuring Pitbull Or El Cata,Rabiosa,23,15,5,2011-09-24
2011-09-24_23,23,Rihanna,California King Bed,0,17,4,2011-09-24
2011-09-24_24,24,The Clash,I'm So Bored With The U.S.A.,0,24,1,2011-09-24
2011-09-24_25,25,Beyonce,Best Thing I Never Had,0,19,4,2011-09-24
2011-10-01_1,1,Adele,Someone Like You,0,1,6,2011-10-01
2011-10-01_2,2,Avril Lavigne,Wish You Were Here,10,2,2,2011-10-01
2011-10-01_3,3,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,3,2,6,2011-10-01
2011-10-01_4,4,Nicki Minaj,Super Bass,2,1,6,2011-10-01
2011-10-01_5,5,Pitbull Featuring Marc Anthony,Rain Over Me,5,4,6,2011-10-01
2011-10-01_6,6,Don Omar & Lucenzo,Danza Kuduro,4,3,6,2011-10-01
2011-10-01_7,7,Rihanna,Cheers (Drink To That),7,5,3,2011-10-01
2011-10-01_8,8,Adele,Rolling In The Deep,8,8,6,2011-10-01
2011-10-01_9,9,Lil Wayne,How To Love,6,3,3,2011-10-01
2011-10-01_10,10,Katy Perry,Last Friday Night (T.G.I.F.),9,3,6,2011-10-01
2011-10-01_11,11,Jennifer Lopez Featuring Pitbull,On The Floor,12,5,6,2011-10-01
2011-10-01_12,12,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,13,9,6,2011-10-01
2011-10-01_13,13,Bruno Mars,The Lazy Song,11,4,6,2011-10-01
2011-10-01_14,14,Justin Bieber Featuring Ludacris,Baby,15,12,5,2011-10-01
2011-10-01_15,15,Adele,Set Fire To The Rain,19,15,3,2011-10-01
2011-10-01_16,16,Rihanna,Man Down,14,12,6,2011-10-01
2011-10-01_17,17,Nicki Minaj Featuring Rihanna,Fly,0,16,2,2011-10-01
2011-10-01_18,18,Alexandra Stan,Mr. Saxobeat,17,13,6,2011-10-01
2011-10-01_19,19,Coldplay,Paradise,0,19,1,2011-10-01
2011-10-01_20,20,Shakira Featuring Freshlyground,Waka Waka (This Time For Africa),20,15,5,2011-10-01
2011-10-01_21,21,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,18,10,5,2011-10-01
2011-10-01_22,22,Selena Gomez & The Scene,Love You Like A Love Song,16,11,6,2011-10-01
2011-10-01_23,23,Foster The People,Pumped Up Kicks,21,21,2,2011-10-01
2011-10-01_24,24,Shakira Featuring Pitbull Or El Cata,Rabiosa,22,15,6,2011-10-01
2011-10-01_25,25,Beyonce,Best Thing I Never Had,25,19,5,2011-10-01
2011-10-08_1,1,Adele,Someone Like You,0,1,7,2011-10-08
2011-10-08_2,2,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,3,2,7,2011-10-08
2011-10-08_3,3,Jennifer Lopez,Papi,0,3,1,2011-10-08
2011-10-08_4,4,Nicki Minaj,Super Bass,4,1,7,2011-10-08
2011-10-08_5,5,Pitbull Featuring Marc Anthony,Rain Over Me,5,4,7,2011-10-08
2011-10-08_6,6,Don Omar & Lucenzo,Danza Kuduro,6,3,7,2011-10-08
2011-10-08_7,7,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,21,7,6,2011-10-08
2011-10-08_8,8,Adele,Rolling In The Deep,8,8,7,2011-10-08
2011-10-08_9,9,LMFAO,Sexy And I Know It,0,9,1,2011-10-08
2011-10-08_10,10,Lil Wayne,How To Love,9,3,4,2011-10-08
2011-10-08_11,11,Jennifer Lopez Featuring Pitbull,On The Floor,11,5,7,2011-10-08
2011-10-08_12,12,Katy Perry,Last Friday Night (T.G.I.F.),10,3,7,2011-10-08
2011-10-08_13,13,Bruno Mars,The Lazy Song,13,4,7,2011-10-08
2011-10-08_14,14,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,12,9,7,2011-10-08
2011-10-08_15,15,Rihanna,Cheers (Drink To That),7,5,4,2011-10-08
2011-10-08_16,16,Adele,Set Fire To The Rain,15,15,4,2011-10-08
2011-10-08_17,17,Justin Bieber Featuring Ludacris,Baby,14,12,6,2011-10-08
2011-10-08_18,18,Shakira Featuring Freshlyground,Waka Waka (This Time For Africa),20,15,6,2011-10-08
2011-10-08_19,19,David Guetta Featuring Flo Rida & Nicki Minaj,Where Them Girls At,0,16,4,2011-10-08
2011-10-08_20,20,Alexandra Stan,Mr. Saxobeat,18,13,7,2011-10-08
2011-10-08_21,21,The Clash,I'm So Bored With The U.S.A.,0,21,2,2011-10-08
2011-10-08_22,22,Jennifer Lopez Featuring Lil Wayne,I'm Into You,0,20,4,2011-10-08
2011-10-08_23,23,Foster The People,Pumped Up Kicks,23,21,3,2011-10-08
2011-10-08_24,24,Selena Gomez & The Scene,Love You Like A Love Song,22,11,7,2011-10-08
2011-10-08_25,25,Rihanna,Man Down,16,12,7,2011-10-08
2011-10-15_1,1,Adele,Someone Like You,0,1,8,2011-10-15
2011-10-15_2,2,LMFAO,Sexy And I Know It,9,2,2,2011-10-15
2011-10-15_3,3,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,2,2,8,2011-10-15
2011-10-15_4,4,Pitbull Featuring Marc Anthony,Rain Over Me,5,4,8,2011-10-15
2011-10-15_5,5,Nicki Minaj,Super Bass,4,1,8,2011-10-15
2011-10-15_6,6,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,7,6,7,2011-10-15
2011-10-15_7,7,Don Omar & Lucenzo,Danza Kuduro,6,3,8,2011-10-15
2011-10-15_8,8,Bruno Mars,It Will Rain,0,8,1,2011-10-15
2011-10-15_9,9,Adele,Rolling In The Deep,8,8,8,2011-10-15
2011-10-15_10,10,Bruno Mars,The Lazy Song,13,4,8,2011-10-15
2011-10-15_11,11,Jennifer Lopez Featuring Pitbull,On The Floor,11,5,8,2011-10-15
2011-10-15_12,12,Lil Wayne,How To Love,10,3,5,2011-10-15
2011-10-15_13,13,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,14,9,8,2011-10-15
2011-10-15_14,14,Katy Perry,Last Friday Night (T.G.I.F.),12,3,8,2011-10-15
2011-10-15_15,15,Kelly Clarkson,Mr. Know It All,0,15,1,2011-10-15
2011-10-15_16,16,Justin Bieber Featuring Ludacris,Baby,17,12,7,2011-10-15
2011-10-15_17,17,Adele,Set Fire To The Rain,16,15,5,2011-10-15
2011-10-15_18,18,The Clash,I'm So Bored With The U.S.A.,21,18,3,2011-10-15
2011-10-15_19,19,Rihanna,Cheers (Drink To That),15,5,5,2011-10-15
2011-10-15_20,20,Shakira Featuring Freshlyground,Waka Waka (This Time For Africa),18,15,7,2011-10-15
2011-10-15_21,21,Alexandra Stan,Mr. Saxobeat,20,13,8,2011-10-15
2011-10-15_22,22,Gym Class Heroes Featuring Adam Levine,Stereo Hearts,0,22,1,2011-10-15
2011-10-15_23,23,Foster The People,Pumped Up Kicks,23,21,4,2011-10-15
2011-10-15_24,24,Jennifer Lopez,Papi,3,3,2,2011-10-15
2011-10-15_25,25,David Guetta Featuring Flo Rida & Nicki Minaj,Where Them Girls At,19,16,5,2011-10-15
2011-10-22_1,1,Adele,Someone Like You,0,1,9,2011-10-22
2011-10-22_2,2,LMFAO,Sexy And I Know It,2,2,3,2011-10-22
2011-10-22_3,3,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,3,2,9,2011-10-22
2011-10-22_4,4,Pitbull Featuring Marc Anthony,Rain Over Me,4,4,9,2011-10-22
2011-10-22_5,5,Nicki Minaj,Super Bass,5,1,9,2011-10-22
2011-10-22_6,6,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,6,6,8,2011-10-22
2011-10-22_7,7,Don Omar & Lucenzo,Danza Kuduro,7,3,9,2011-10-22
2011-10-22_8,8,Adele,Rolling In The Deep,9,8,9,2011-10-22
2011-10-22_9,9,Bruno Mars,The Lazy Song,10,4,9,2011-10-22
2011-10-22_10,10,Jennifer Lopez Featuring Pitbull,On The Floor,11,5,9,2011-10-22
2011-10-22_11,11,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,13,9,9,2011-10-22
2011-10-22_12,12,Lil Wayne,How To Love,12,3,6,2011-10-22
2011-10-22_13,13,Adele,Set Fire To The Rain,17,13,6,2011-10-22
2011-10-22_14,14,Justin Bieber Featuring Ludacris,Baby,16,12,8,2011-10-22
2011-10-22_15,15,Katy Perry,Last Friday Night (T.G.I.F.),14,3,9,2011-10-22
2011-10-22_16,16,Tony Bennett Duet With Lady Gaga,The Lady Is A Tramp,0,16,1,2011-10-22
2011-10-22_17,17,Shakira Featuring Freshlyground,Waka Waka (This Time For Africa),20,15,8,2011-10-22
2011-10-22_18,18,Daddy Yankee Featuring Prince Royce,Ven Conmigo,0,18,1,2011-10-22
2011-10-22_19,19,Gym Class Heroes Featuring Adam Levine,Stereo Hearts,22,19,2,2011-10-22
2011-10-22_20,20,Foster The People,Pumped Up Kicks,23,20,5,2011-10-22
2011-10-22_21,21,Rihanna,Cheers (Drink To That),19,5,6,2011-10-22
2011-10-22_22,22,Alexandra Stan,Mr. Saxobeat,21,13,9,2011-10-22
2011-10-22_23,23,Selena Gomez & The Scene,Love You Like A Love Song,0,11,8,2011-10-22
2011-10-22_24,24,David Guetta Featuring Flo Rida & Nicki Minaj,Where Them Girls At,25,16,6,2011-10-22
2011-10-22_25,25,Sak Noel,Loca People,0,25,1,2011-10-22
2011-10-29_1,1,Adele,Someone Like You,0,1,10,2011-10-29
2011-10-29_2,2,LMFAO,Sexy And I Know It,2,2,4,2011-10-29
2011-10-29_3,3,Nicki Minaj,Super Bass,5,1,10,2011-10-29
2011-10-29_4,4,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,3,2,10,2011-10-29
2011-10-29_5,5,Pitbull Featuring Marc Anthony,Rain Over Me,4,4,10,2011-10-29
2011-10-29_6,6,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,6,6,9,2011-10-29
2011-10-29_7,7,Don Omar & Lucenzo,Danza Kuduro,7,3,10,2011-10-29
2011-10-29_8,8,David Guetta Featuring Usher,Without You,0,8,1,2011-10-29
2011-10-29_9,9,Adele,Rolling In The Deep,8,8,10,2011-10-29
2011-10-29_10,10,Beyonce,Countdown,0,10,1,2011-10-29
2011-10-29_11,11,Justin Bieber Featuring Ludacris,Baby,14,11,9,2011-10-29
2011-10-29_12,12,Jennifer Lopez Featuring Pitbull,On The Floor,10,5,10,2011-10-29
2011-10-29_13,13,Rihanna Featuring Calvin Harris,We Found Love,0,13,1,2011-10-29
2011-10-29_14,14,Bruno Mars,The Lazy Song,9,4,10,2011-10-29
2011-10-29_15,15,Adele,Set Fire To The Rain,13,13,7,2011-10-29
2011-10-29_16,16,Kelly Rowland Featuring Big Sean,Lay It On Me,0,16,1,2011-10-29
2011-10-29_17,17,Lil Wayne,How To Love,12,3,7,2011-10-29
2011-10-29_18,18,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,11,9,10,2011-10-29
2011-10-29_19,19,Cher Lloyd Featuring Mike Posner,With Ur Love,0,19,1,2011-10-29
2011-10-29_20,20,Shakira Featuring Freshlyground,Waka Waka (This Time For Africa),17,15,9,2011-10-29
2011-10-29_21,21,Katy Perry,Last Friday Night (T.G.I.F.),15,3,10,2011-10-29
2011-10-29_22,22,Gym Class Heroes Featuring Adam Levine,Stereo Hearts,19,19,3,2011-10-29
2011-10-29_23,23,Foster The People,Pumped Up Kicks,20,20,6,2011-10-29
2011-10-29_24,24,Selena Gomez & The Scene,Love You Like A Love Song,23,11,9,2011-10-29
2011-10-29_25,25,Alexandra Stan,Mr. Saxobeat,22,13,10,2011-10-29
2011-11-05_1,1,LMFAO,Sexy And I Know It,2,1,5,2011-11-05
2011-11-05_2,2,Justin Bieber,Mistletoe,0,2,1,2011-11-05
2011-11-05_3,3,Adele,Someone Like You,1,1,11,2011-11-05
2011-11-05_4,4,Rihanna Featuring Calvin Harris,We Found Love,13,4,2,2011-11-05
2011-11-05_5,5,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,4,2,11,2011-11-05
2011-11-05_6,6,Pitbull Featuring Marc Anthony,Rain Over Me,5,4,11,2011-11-05
2011-11-05_7,7,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,6,6,10,2011-11-05
2011-11-05_8,8,Nicki Minaj,Super Bass,3,1,11,2011-11-05
2011-11-05_9,9,David Guetta Featuring Usher,Without You,8,8,2,2011-11-05
2011-11-05_10,10,Don Omar & Lucenzo,Danza Kuduro,7,3,11,2011-11-05
2011-11-05_11,11,Britney Spears,Criminal,0,11,1,2011-11-05
2011-11-05_12,12,Coldplay,Paradise,0,12,2,2011-11-05
2011-11-05_13,13,Adele,Rolling In The Deep,9,8,11,2011-11-05
2011-11-05_14,14,Beyonce,Love On Top,0,12,2,2011-11-05
2011-11-05_15,15,Justin Bieber Featuring Ludacris,Baby,11,11,10,2011-11-05
2011-11-05_16,16,Jennifer Lopez Featuring Pitbull,On The Floor,12,5,11,2011-11-05
2011-11-05_17,17,Shakira Featuring Freshlyground,Waka Waka (This Time For Africa),20,15,10,2011-11-05
2011-11-05_18,18,Adele,Set Fire To The Rain,15,13,8,2011-11-05
2011-11-05_19,19,Bruno Mars,The Lazy Song,14,4,11,2011-11-05
2011-11-05_20,20,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,18,9,11,2011-11-05
2011-11-05_21,21,Gym Class Heroes Featuring Adam Levine,Stereo Hearts,22,19,4,2011-11-05
2011-11-05_22,22,Katy Perry,Last Friday Night (T.G.I.F.),21,3,11,2011-11-05
2011-11-05_23,23,Selena Gomez & The Scene,Love You Like A Love Song,24,11,10,2011-11-05
2011-11-05_24,24,Kelly Rowland Featuring Big Sean,Lay It On Me,16,16,2,2011-11-05
2011-11-05_25,25,Lil Wayne,How To Love,17,3,8,2011-11-05
2011-11-12_1,1,Adele,Someone Like You,3,1,12,2011-11-12
2011-11-12_2,2,LMFAO,Sexy And I Know It,1,1,6,2011-11-12
2011-11-12_3,3,Rihanna Featuring Calvin Harris,We Found Love,4,3,3,2011-11-12
2011-11-12_4,4,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,5,2,12,2011-11-12
2011-11-12_5,5,Beyonce Featuring Andre 3000,Party,0,5,1,2011-11-12
2011-11-12_6,6,Pitbull Featuring Marc Anthony,Rain Over Me,6,4,12,2011-11-12
2011-11-12_7,7,Justin Bieber,Mistletoe,2,2,2,2011-11-12
2011-11-12_8,8,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,7,6,11,2011-11-12
2011-11-12_9,9,Nicki Minaj,Super Bass,8,1,12,2011-11-12
2011-11-12_10,10,Don Omar & Lucenzo,Danza Kuduro,10,3,12,2011-11-12
2011-11-12_11,11,David Guetta Featuring Usher,Without You,9,8,3,2011-11-12
2011-11-12_12,12,Coldplay,Paradise,12,12,3,2011-11-12
2011-11-12_13,13,Adele,Rolling In The Deep,13,8,12,2011-11-12
2011-11-12_14,14,Jennifer Lopez Featuring Pitbull,On The Floor,16,5,12,2011-11-12
2011-11-12_15,15,Shakira Featuring Freshlyground,Waka Waka (This Time For Africa),17,15,11,2011-11-12
2011-11-12_16,16,Justin Bieber Featuring Ludacris,Baby,15,11,11,2011-11-12
2011-11-12_17,17,Taio Cruz Featuring Flo Rida,Hangover,0,17,1,2011-11-12
2011-11-12_18,18,Bruno Mars,The Lazy Song,19,4,12,2011-11-12
2011-11-12_19,19,Adele,Set Fire To The Rain,18,13,9,2011-11-12
2011-11-12_20,20,Beyonce,Love On Top,14,12,3,2011-11-12
2011-11-12_21,21,Drake,Headlines,0,21,1,2011-11-12
2011-11-12_22,22,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,20,9,12,2011-11-12
2011-11-12_23,23,Gym Class Heroes Featuring Adam Levine,Stereo Hearts,21,19,5,2011-11-12
2011-11-12_24,24,Lil Wayne,How To Love,25,3,9,2011-11-12
2011-11-12_25,25,Your Favorite Martian,Nerd Rage,0,25,1,2011-11-12
2011-11-19_1,1,LMFAO,Sexy And I Know It,2,1,7,2011-11-19
2011-11-19_2,2,Adele,Someone Like You,1,1,13,2011-11-19
2011-11-19_3,3,Rihanna Featuring Calvin Harris,We Found Love,3,3,4,2011-11-19
2011-11-19_4,4,Justin Bieber,Mistletoe,7,2,3,2011-11-19
2011-11-19_5,5,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,4,2,13,2011-11-19
2011-11-19_6,6,Pitbull Featuring Marc Anthony,Rain Over Me,6,4,13,2011-11-19
2011-11-19_7,7,David Guetta Featuring Usher,Without You,11,7,4,2011-11-19
2011-11-19_8,8,Nicki Minaj,Super Bass,9,1,13,2011-11-19
