,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2016-03-26_12,12,Major Lazer & DJ Snake Featuring MO,Lean On,11,1,47,2016-03-26
2016-03-26_13,13,Coldplay,Hymn For The Weekend,18,9,6,2016-03-26
2016-03-26_14,14,Maroon 5,Sugar,16,1,61,2016-03-26
2016-03-26_15,15,The Weeknd,The Hills,13,6,41,2016-03-26
2016-03-26_16,16,twenty one pilots,Stressed Out,19,16,3,2016-03-26
2016-03-26_17,17,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,14,14,2,2016-03-26
2016-03-26_18,18,Silento,Watch Me,15,3,37,2016-03-26
2016-03-26_19,19,One Direction,History,23,12,7,2016-03-26
2016-03-26_20,20,Fifth Harmony Featuring Kid Ink,Worth It,21,4,39,2016-03-26
2016-03-26_21,21,Alan Walker,Faded,0,21,1,2016-03-26
2016-03-26_22,22,The Weeknd,Can't Feel My Face,17,11,31,2016-03-26
2016-03-26_23,23,Ed Sheeran,Thinking Out Loud,0,3,60,2016-03-26
2016-03-26_24,24,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,0,24,1,2016-03-26
2016-03-26_25,25,OMI,Cheerleader,24,12,36,2016-03-26
2016-04-02_1,1,Justin Bieber,Sorry,0,1,21,2016-04-02
2016-04-02_2,2,Rihanna Featuring Drake,Work,4,2,4,2016-04-02
2016-04-02_3,3,Adele,Hello,3,1,22,2016-04-02
2016-04-02_4,4,Zayn,Pillowtalk,2,2,7,2016-04-02
2016-04-02_5,5,Nicky Jam,Hasta El Amanecer,8,5,9,2016-04-02
2016-04-02_6,6,Justin Bieber,Love Yourself,5,5,14,2016-04-02
2016-04-02_7,7,Wiz Khalifa Featuring Charlie Puth,See You Again,6,1,50,2016-04-02
2016-04-02_8,8,Justin Bieber,What Do You Mean?,7,1,29,2016-04-02
2016-04-02_9,9,Drake,Hotline Bling,9,3,21,2016-04-02
2016-04-02_10,10,Coldplay,Hymn For The Weekend,13,9,7,2016-04-02
2016-04-02_11,11,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,17,11,3,2016-04-02
2016-04-02_12,12,Alan Walker,Faded,21,12,2,2016-04-02
2016-04-02_13,13,twenty one pilots,Stressed Out,16,13,4,2016-04-02
2016-04-02_14,14,Major Lazer & DJ Snake Featuring MO,Lean On,12,1,48,2016-04-02
2016-04-02_15,15,Shawn Mendes,Stitches,10,10,11,2016-04-02
2016-04-02_16,16,Mark Ronson Featuring Bruno Mars,Uptown Funk!,11,1,67,2016-04-02
2016-04-02_17,17,The Weeknd,The Hills,15,6,42,2016-04-02
2016-04-02_18,18,Maroon 5,Sugar,14,1,62,2016-04-02
2016-04-02_19,19,Calvin Harris & Disciples,How Deep Is Your Love,0,6,23,2016-04-02
2016-04-02_20,20,Silento,Watch Me,18,3,38,2016-04-02
2016-04-02_21,21,Fifth Harmony Featuring Kid Ink,Worth It,20,4,40,2016-04-02
2016-04-02_22,22,Coldplay,Adventure Of A Lifetime,0,19,4,2016-04-02
2016-04-02_23,23,The Weeknd,Can't Feel My Face,22,11,32,2016-04-02
2016-04-02_24,24,Joey Montana Featuring Akon & Mohombi,Picky,0,24,2,2016-04-02
2016-04-02_25,25,One Direction,History,19,12,8,2016-04-02
2016-04-09_1,1,Justin Bieber,Sorry,0,1,22,2016-04-09
2016-04-09_2,2,Rihanna Featuring Drake,Work,2,2,5,2016-04-09
2016-04-09_3,3,Adele,Hello,3,1,23,2016-04-09
2016-04-09_4,4,Justin Bieber,Love Yourself,6,4,15,2016-04-09
2016-04-09_5,5,Zayn,Pillowtalk,4,2,8,2016-04-09
2016-04-09_6,6,Nicky Jam,Hasta El Amanecer,5,5,10,2016-04-09
2016-04-09_7,7,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,11,7,4,2016-04-09
2016-04-09_8,8,Wiz Khalifa Featuring Charlie Puth,See You Again,7,1,51,2016-04-09
2016-04-09_9,9,Alan Walker,Faded,12,9,3,2016-04-09
2016-04-09_10,10,twenty one pilots,Stressed Out,13,10,5,2016-04-09
2016-04-09_11,11,Justin Bieber,What Do You Mean?,8,1,30,2016-04-09
2016-04-09_12,12,Coldplay,Hymn For The Weekend,10,9,8,2016-04-09
2016-04-09_13,13,Drake,Hotline Bling,9,3,22,2016-04-09
2016-04-09_14,14,Shawn Mendes,Stitches,15,10,12,2016-04-09
2016-04-09_15,15,Major Lazer & DJ Snake Featuring MO,Lean On,14,1,49,2016-04-09
2016-04-09_16,16,Mark Ronson Featuring Bruno Mars,Uptown Funk!,16,1,68,2016-04-09
2016-04-09_17,17,Ariana Grande,Dangerous Woman,0,17,1,2016-04-09
2016-04-09_18,18,The Weeknd,The Hills,17,6,43,2016-04-09
2016-04-09_19,19,Silento,Watch Me,20,3,39,2016-04-09
2016-04-09_20,20,Maroon 5,Sugar,18,1,63,2016-04-09
2016-04-09_21,21,Fifth Harmony Featuring Kid Ink,Worth It,21,4,41,2016-04-09
2016-04-09_22,22,Coldplay,Adventure Of A Lifetime,22,19,5,2016-04-09
2016-04-09_23,23,Mike Posner,I Took A Pill In Ibiza,0,23,1,2016-04-09
2016-04-09_24,24,Calvin Harris & Disciples,How Deep Is Your Love,19,6,24,2016-04-09
2016-04-09_25,25,Joey Montana Featuring Akon & Mohombi,Picky,24,24,3,2016-04-09
2016-04-16_1,1,Justin Bieber,Sorry,0,1,23,2016-04-16
2016-04-16_2,2,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,7,2,5,2016-04-16
2016-04-16_3,3,Zayn,Pillowtalk,5,2,9,2016-04-16
2016-04-16_4,4,Adele,Hello,3,1,24,2016-04-16
2016-04-16_5,5,Rihanna Featuring Drake,Work,2,2,6,2016-04-16
2016-04-16_6,6,Justin Bieber,Love Yourself,4,4,16,2016-04-16
2016-04-16_7,7,Nicky Jam,Hasta El Amanecer,6,5,11,2016-04-16
2016-04-16_8,8,Alan Walker,Faded,9,8,4,2016-04-16
2016-04-16_9,9,Wiz Khalifa Featuring Charlie Puth,See You Again,8,1,52,2016-04-16
2016-04-16_10,10,twenty one pilots,Stressed Out,10,10,6,2016-04-16
2016-04-16_11,11,Mike Posner,I Took A Pill In Ibiza,23,11,2,2016-04-16
2016-04-16_12,12,Coldplay,Hymn For The Weekend,12,9,9,2016-04-16
2016-04-16_13,13,Drake,Hotline Bling,13,3,23,2016-04-16
2016-04-16_14,14,Justin Bieber,What Do You Mean?,11,1,31,2016-04-16
2016-04-16_15,15,Major Lazer & DJ Snake Featuring MO,Lean On,15,1,50,2016-04-16
2016-04-16_16,16,Meghan Trainor,No,0,16,1,2016-04-16
2016-04-16_17,17,Mark Ronson Featuring Bruno Mars,Uptown Funk!,16,1,69,2016-04-16
2016-04-16_18,18,Shawn Mendes,Stitches,14,10,13,2016-04-16
2016-04-16_19,19,The Weeknd,The Hills,18,6,44,2016-04-16
2016-04-16_20,20,Silento,Watch Me,19,3,40,2016-04-16
2016-04-16_21,21,Maroon 5,Sugar,20,1,64,2016-04-16
2016-04-16_22,22,Fifth Harmony Featuring Kid Ink,Worth It,21,4,42,2016-04-16
2016-04-16_23,23,Ariana Grande,Dangerous Woman,17,17,2,2016-04-16
2016-04-16_24,24,Lukas Graham,7 Years,0,24,1,2016-04-16
2016-04-16_25,25,Coldplay,Adventure Of A Lifetime,22,19,6,2016-04-16
2016-04-23_1,1,Justin Bieber,Sorry,0,1,24,2016-04-23
2016-04-23_2,2,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,2,2,6,2016-04-23
2016-04-23_3,3,Rihanna Featuring Drake,Work,5,2,7,2016-04-23
2016-04-23_4,4,Zayn,Pillowtalk,3,2,10,2016-04-23
2016-04-23_5,5,Alan Walker,Faded,8,5,5,2016-04-23
2016-04-23_6,6,Nicky Jam,Hasta El Amanecer,7,5,12,2016-04-23
2016-04-23_7,7,Justin Bieber,Love Yourself,6,4,17,2016-04-23
2016-04-23_8,8,twenty one pilots,Stressed Out,10,8,7,2016-04-23
2016-04-23_9,9,Meghan Trainor,No,16,9,2,2016-04-23
2016-04-23_10,10,Adele,Hello,4,1,25,2016-04-23
2016-04-23_11,11,Coldplay,Hymn For The Weekend,12,9,10,2016-04-23
2016-04-23_12,12,Wiz Khalifa Featuring Charlie Puth,See You Again,9,1,53,2016-04-23
2016-04-23_13,13,Mike Posner,I Took A Pill In Ibiza,11,11,3,2016-04-23
2016-04-23_14,14,Justin Bieber,What Do You Mean?,14,1,32,2016-04-23
2016-04-23_15,15,Major Lazer & DJ Snake Featuring MO,Lean On,15,1,51,2016-04-23
2016-04-23_16,16,Drake,Hotline Bling,13,3,24,2016-04-23
2016-04-23_17,17,Ariana Grande,Dangerous Woman,23,17,3,2016-04-23
2016-04-23_18,18,Shawn Mendes,Stitches,18,10,14,2016-04-23
2016-04-23_19,19,Mark Ronson Featuring Bruno Mars,Uptown Funk!,17,1,70,2016-04-23
2016-04-23_20,20,Sia Featuring Sean Paul,Cheap Thrills,0,20,1,2016-04-23
2016-04-23_21,21,Lukas Graham,7 Years,24,21,2,2016-04-23
2016-04-23_22,22,Fifth Harmony Featuring Kid Ink,Worth It,22,4,43,2016-04-23
2016-04-23_23,23,Coldplay,Adventure Of A Lifetime,25,19,7,2016-04-23
2016-04-23_24,24,Desiigner,Panda,0,24,1,2016-04-23
2016-04-23_25,25,The Weeknd,The Hills,19,6,45,2016-04-23
2016-04-30_1,1,Justin Bieber,Sorry,0,1,25,2016-04-30
2016-04-30_2,2,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,2,2,7,2016-04-30
2016-04-30_3,3,Zayn,Pillowtalk,4,2,11,2016-04-30
2016-04-30_4,4,Rihanna Featuring Drake,Work,3,2,8,2016-04-30
2016-04-30_5,5,Alan Walker,Faded,5,5,6,2016-04-30
2016-04-30_6,6,Nicky Jam,Hasta El Amanecer,6,5,13,2016-04-30
2016-04-30_7,7,Justin Bieber,Love Yourself,7,4,18,2016-04-30
2016-04-30_8,8,Meghan Trainor,No,9,8,3,2016-04-30
2016-04-30_9,9,Mike Posner,I Took A Pill In Ibiza,13,9,4,2016-04-30
2016-04-30_10,10,Coldplay,Hymn For The Weekend,11,9,11,2016-04-30
2016-04-30_11,11,twenty one pilots,Stressed Out,8,8,8,2016-04-30
2016-04-30_12,12,Adele,Hello,10,1,26,2016-04-30
2016-04-30_13,13,Wiz Khalifa Featuring Charlie Puth,See You Again,12,1,54,2016-04-30
2016-04-30_14,14,Sia Featuring Sean Paul,Cheap Thrills,20,14,2,2016-04-30
2016-04-30_15,15,Major Lazer & DJ Snake Featuring MO,Lean On,15,1,52,2016-04-30
2016-04-30_16,16,Justin Bieber,What Do You Mean?,14,1,33,2016-04-30
2016-04-30_17,17,Drake,Hotline Bling,16,3,25,2016-04-30
2016-04-30_18,18,Desiigner,Panda,24,18,2,2016-04-30
2016-04-30_19,19,Shawn Mendes,Stitches,18,10,15,2016-04-30
2016-04-30_20,20,Lukas Graham,7 Years,21,20,3,2016-04-30
2016-04-30_21,21,Ariana Grande,Dangerous Woman,17,17,4,2016-04-30
2016-04-30_22,22,Fifth Harmony Featuring Kid Ink,Worth It,22,4,44,2016-04-30
2016-04-30_23,23,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,0,23,2,2016-04-30
2016-04-30_24,24,Coldplay,Adventure Of A Lifetime,23,19,8,2016-04-30
2016-04-30_25,25,Joey Montana Featuring Akon & Mohombi,Picky,0,24,4,2016-04-30
2016-05-07_1,1,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,2,1,8,2016-05-07
2016-05-07_2,2,Justin Bieber,Sorry,1,1,26,2016-05-07
2016-05-07_3,3,Alan Walker,Faded,5,3,7,2016-05-07
2016-05-07_4,4,Meghan Trainor,No,8,4,4,2016-05-07
2016-05-07_5,5,Zayn,Pillowtalk,3,2,12,2016-05-07
2016-05-07_6,6,Nicky Jam,Hasta El Amanecer,6,5,14,2016-05-07
2016-05-07_7,7,Rihanna Featuring Drake,Work,4,2,9,2016-05-07
2016-05-07_8,8,Mike Posner,I Took A Pill In Ibiza,9,8,5,2016-05-07
2016-05-07_9,9,Coldplay,Hymn For The Weekend,10,9,12,2016-05-07
2016-05-07_10,10,Justin Bieber,Love Yourself,7,4,19,2016-05-07
2016-05-07_11,11,twenty one pilots,Stressed Out,11,8,9,2016-05-07
2016-05-07_12,12,Sia Featuring Sean Paul,Cheap Thrills,14,12,3,2016-05-07
2016-05-07_13,13,Wiz Khalifa Featuring Charlie Puth,See You Again,13,1,55,2016-05-07
2016-05-07_14,14,Desiigner,Panda,18,14,3,2016-05-07
2016-05-07_15,15,Adele,Hello,12,1,27,2016-05-07
2016-05-07_16,16,Major Lazer & DJ Snake Featuring MO,Lean On,15,1,53,2016-05-07
2016-05-07_17,17,Prince And The Revolution,Purple Rain,0,17,1,2016-05-07
2016-05-07_18,18,Justin Bieber,What Do You Mean?,16,1,34,2016-05-07
2016-05-07_19,19,Drake,Hotline Bling,17,3,26,2016-05-07
2016-05-07_20,20,Mark Ronson Featuring Bruno Mars,Uptown Funk!,0,1,71,2016-05-07
2016-05-07_21,21,Lukas Graham,7 Years,20,20,4,2016-05-07
2016-05-07_22,22,Shawn Mendes,Stitches,19,10,16,2016-05-07
2016-05-07_23,23,Ariana Grande,Dangerous Woman,21,17,5,2016-05-07
2016-05-07_24,24,Joey Montana Featuring Akon & Mohombi,Picky,25,24,5,2016-05-07
2016-05-07_25,25,Fifth Harmony Featuring Kid Ink,Worth It,22,4,45,2016-05-07
2016-05-14_1,1,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,0,1,9,2016-05-14
2016-05-14_2,2,Justin Bieber,Sorry,2,1,27,2016-05-14
2016-05-14_3,3,Alan Walker,Faded,3,3,8,2016-05-14
2016-05-14_4,4,Meghan Trainor,No,4,4,5,2016-05-14
2016-05-14_5,5,Mike Posner,I Took A Pill In Ibiza,8,5,6,2016-05-14
2016-05-14_6,6,twenty one pilots,Stressed Out,11,6,10,2016-05-14
2016-05-14_7,7,Zayn,Pillowtalk,5,2,13,2016-05-14
2016-05-14_8,8,Coldplay,Hymn For The Weekend,9,8,13,2016-05-14
2016-05-14_9,9,Nicky Jam,Hasta El Amanecer,6,5,15,2016-05-14
2016-05-14_10,10,Rihanna Featuring Drake,Work,7,2,10,2016-05-14
2016-05-14_11,11,Justin Bieber,Love Yourself,10,4,20,2016-05-14
2016-05-14_12,12,Sia Featuring Sean Paul,Cheap Thrills,12,12,4,2016-05-14
2016-05-14_13,13,Desiigner,Panda,14,13,4,2016-05-14
2016-05-14_14,14,Wiz Khalifa Featuring Charlie Puth,See You Again,13,1,56,2016-05-14
2016-05-14_15,15,Major Lazer & DJ Snake Featuring MO,Lean On,16,1,54,2016-05-14
2016-05-14_16,16,Lukas Graham,7 Years,21,16,5,2016-05-14
2016-05-14_17,17,Adele,Hello,15,1,28,2016-05-14
2016-05-14_18,18,Joey Montana Featuring Akon & Mohombi,Picky,24,18,6,2016-05-14
2016-05-14_19,19,Justin Bieber,What Do You Mean?,18,1,35,2016-05-14
2016-05-14_20,20,Chino & Nacho Featuring Daddy Yankee,Andas En Mi Cabeza,0,20,1,2016-05-14
2016-05-14_21,21,Drake,Hotline Bling,19,3,27,2016-05-14
2016-05-14_22,22,Mark Ronson Featuring Bruno Mars,Uptown Funk!,20,1,72,2016-05-14
2016-05-14_23,23,Ariana Grande,Dangerous Woman,23,17,6,2016-05-14
2016-05-14_24,24,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,0,23,3,2016-05-14
2016-05-14_25,25,TWICE,CHEER UP,0,25,1,2016-05-14
2016-05-21_1,1,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,0,1,10,2016-05-21
2016-05-21_2,2,Justin Bieber,Sorry,2,1,28,2016-05-21
2016-05-21_3,3,Mike Posner,I Took A Pill In Ibiza,5,3,7,2016-05-21
2016-05-21_4,4,twenty one pilots,Stressed Out,6,4,11,2016-05-21
2016-05-21_5,5,Alan Walker,Faded,3,3,9,2016-05-21
2016-05-21_6,6,Meghan Trainor,No,4,4,6,2016-05-21
2016-05-21_7,7,Coldplay,Hymn For The Weekend,8,7,14,2016-05-21
2016-05-21_8,8,Nicky Jam,Hasta El Amanecer,9,5,16,2016-05-21
2016-05-21_9,9,Zayn,Pillowtalk,7,2,14,2016-05-21
2016-05-21_10,10,Justin Bieber,Love Yourself,11,4,21,2016-05-21
2016-05-21_11,11,Rihanna Featuring Drake,Work,10,2,11,2016-05-21
2016-05-21_12,12,Sia Featuring Sean Paul,Cheap Thrills,12,12,5,2016-05-21
2016-05-21_13,13,Desiigner,Panda,13,13,5,2016-05-21
2016-05-21_14,14,Chino & Nacho Featuring Daddy Yankee,Andas En Mi Cabeza,20,14,2,2016-05-21
2016-05-21_15,15,Wiz Khalifa Featuring Charlie Puth,See You Again,14,1,57,2016-05-21
2016-05-21_16,16,Joey Montana Featuring Akon & Mohombi,Picky,18,16,7,2016-05-21
2016-05-21_17,17,Justin Bieber,What Do You Mean?,19,1,36,2016-05-21
2016-05-21_18,18,Enrique Iglesias Featuring Wisin,Duele El Corazon,0,18,1,2016-05-21
2016-05-21_19,19,Adele,Hello,17,1,29,2016-05-21
2016-05-21_20,20,Major Lazer & DJ Snake Featuring MO,Lean On,15,1,55,2016-05-21
2016-05-21_21,21,Maluma Featuring Yandel,El Perdedor,0,21,1,2016-05-21
2016-05-21_22,22,Lukas Graham,7 Years,16,16,6,2016-05-21
2016-05-21_23,23,Drake,Hotline Bling,21,3,28,2016-05-21
2016-05-21_24,24,Fifth Harmony Featuring Kid Ink,Worth It,0,4,46,2016-05-21
2016-05-21_25,25,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,24,23,4,2016-05-21
2016-05-28_1,1,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,0,1,11,2016-05-28
2016-05-28_2,2,Justin Bieber,Sorry,2,1,29,2016-05-28
2016-05-28_3,3,Mike Posner,I Took A Pill In Ibiza,3,3,8,2016-05-28
2016-05-28_4,4,Alan Walker,Faded,5,3,10,2016-05-28
2016-05-28_5,5,Sia Featuring Sean Paul,Cheap Thrills,12,5,6,2016-05-28
2016-05-28_6,6,Jennifer Lopez,Ain't Your Mama,0,6,1,2016-05-28
2016-05-28_7,7,Meghan Trainor,No,6,4,7,2016-05-28
2016-05-28_8,8,Nicky Jam,Hasta El Amanecer,8,5,17,2016-05-28
2016-05-28_9,9,twenty one pilots,Stressed Out,4,4,12,2016-05-28
2016-05-28_10,10,Zayn,Pillowtalk,9,2,15,2016-05-28
2016-05-28_11,11,Coldplay,Hymn For The Weekend,7,7,15,2016-05-28
2016-05-28_12,12,Desiigner,Panda,13,12,6,2016-05-28
2016-05-28_13,13,Justin Bieber,Love Yourself,10,4,22,2016-05-28
2016-05-28_14,14,Enrique Iglesias Featuring Wisin,Duele El Corazon,18,14,2,2016-05-28
2016-05-28_15,15,Joey Montana Featuring Akon & Mohombi,Picky,16,15,8,2016-05-28
2016-05-28_16,16,Chino & Nacho Featuring Daddy Yankee,Andas En Mi Cabeza,14,14,3,2016-05-28
2016-05-28_17,17,Rihanna Featuring Drake,Work,11,2,12,2016-05-28
2016-05-28_18,18,Wiz Khalifa Featuring Charlie Puth,See You Again,15,1,58,2016-05-28
2016-05-28_19,19,Fifth Harmony Featuring Kid Ink,Worth It,24,4,47,2016-05-28
2016-05-28_20,20,Lukas Graham,7 Years,22,16,7,2016-05-28
2016-05-28_21,21,Major Lazer & DJ Snake Featuring MO,Lean On,20,1,56,2016-05-28
2016-05-28_22,22,Maluma Featuring Yandel,El Perdedor,21,21,2,2016-05-28
2016-05-28_23,23,Mark Ronson Featuring Bruno Mars,Uptown Funk!,0,1,73,2016-05-28
2016-05-28_24,24,Justin Bieber,What Do You Mean?,17,1,37,2016-05-28
2016-05-28_25,25,Adele,Hello,19,1,30,2016-05-28
2016-06-04_1,1,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,0,1,12,2016-06-04
2016-06-04_2,2,Justin Bieber,Sorry,2,1,30,2016-06-04
2016-06-04_3,3,Mike Posner,I Took A Pill In Ibiza,3,3,9,2016-06-04
2016-06-04_4,4,Alan Walker,Faded,4,3,11,2016-06-04
2016-06-04_5,5,Sia Featuring Sean Paul,Cheap Thrills,5,5,7,2016-06-04
2016-06-04_6,6,Meghan Trainor,No,7,4,8,2016-06-04
2016-06-04_7,7,Nicky Jam,Hasta El Amanecer,8,5,18,2016-06-04
2016-06-04_8,8,Coldplay,Hymn For The Weekend,11,7,16,2016-06-04
2016-06-04_9,9,twenty one pilots,Stressed Out,9,4,13,2016-06-04
2016-06-04_10,10,J Balvin,Bobo,0,10,1,2016-06-04
2016-06-04_11,11,Chino & Nacho Featuring Daddy Yankee,Andas En Mi Cabeza,16,11,4,2016-06-04
2016-06-04_12,12,Maluma Featuring Yandel,El Perdedor,22,12,3,2016-06-04
2016-06-04_13,13,Enrique Iglesias Featuring Wisin,Duele El Corazon,14,13,3,2016-06-04
2016-06-04_14,14,Desiigner,Panda,12,12,7,2016-06-04
2016-06-04_15,15,Joey Montana Featuring Akon & Mohombi,Picky,15,15,9,2016-06-04
2016-06-04_16,16,Justin Bieber,Love Yourself,13,4,23,2016-06-04
2016-06-04_17,17,Fifth Harmony Featuring Kid Ink,Worth It,19,4,48,2016-06-04
2016-06-04_18,18,Zayn,Pillowtalk,10,2,16,2016-06-04
2016-06-04_19,19,Jennifer Lopez,Ain't Your Mama,6,6,2,2016-06-04
2016-06-04_20,20,Mark Ronson Featuring Bruno Mars,Uptown Funk!,23,1,74,2016-06-04
2016-06-04_21,21,Lukas Graham,7 Years,20,16,8,2016-06-04
2016-06-04_22,22,Wiz Khalifa Featuring Charlie Puth,See You Again,18,1,59,2016-06-04
2016-06-04_23,23,Rihanna Featuring Drake,Work,17,2,13,2016-06-04
2016-06-04_24,24,Major Lazer & DJ Snake Featuring MO,Lean On,21,1,57,2016-06-04
2016-06-04_25,25,Meghan Trainor,Me Too,0,25,1,2016-06-04
2016-06-11_1,1,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,0,1,13,2016-06-11
2016-06-11_2,2,Justin Bieber,Sorry,2,1,31,2016-06-11
2016-06-11_3,3,Mike Posner,I Took A Pill In Ibiza,3,3,10,2016-06-11
2016-06-11_4,4,Alan Walker,Faded,4,3,12,2016-06-11
2016-06-11_5,5,Sia Featuring Sean Paul,Cheap Thrills,5,5,8,2016-06-11
2016-06-11_6,6,Nicky Jam,Hasta El Amanecer,7,5,19,2016-06-11
2016-06-11_7,7,Adele,Send My Love (To Your New Lover),0,7,1,2016-06-11
2016-06-11_8,8,Chino & Nacho Featuring Daddy Yankee,Andas En Mi Cabeza,11,8,5,2016-06-11
2016-06-11_9,9,J Balvin,Bobo,10,9,2,2016-06-11
2016-06-11_10,10,twenty one pilots,Stressed Out,9,4,14,2016-06-11
2016-06-11_11,11,Meghan Trainor,No,6,4,9,2016-06-11
2016-06-11_12,12,Coldplay,Hymn For The Weekend,8,7,17,2016-06-11
2016-06-11_13,13,Fifth Harmony Featuring Kid Ink,Worth It,17,4,49,2016-06-11
2016-06-11_14,14,Joey Montana Featuring Akon & Mohombi,Picky,15,14,10,2016-06-11
2016-06-11_15,15,Enrique Iglesias Featuring Wisin,Duele El Corazon,13,13,4,2016-06-11
2016-06-11_16,16,Adele,Hello,0,1,31,2016-06-11
2016-06-11_17,17,Wiz Khalifa Featuring Charlie Puth,See You Again,22,1,60,2016-06-11
2016-06-11_18,18,Justin Bieber,Love Yourself,16,4,24,2016-06-11
2016-06-11_19,19,MCs Zaac & Jerry,Bumbum Granada,0,19,1,2016-06-11
2016-06-11_20,20,Maluma Featuring Yandel,El Perdedor,12,12,4,2016-06-11
2016-06-11_21,21,Mark Ronson Featuring Bruno Mars,Uptown Funk!,20,1,75,2016-06-11
2016-06-11_22,22,Zayn,Pillowtalk,18,2,17,2016-06-11
2016-06-11_23,23,Lukas Graham,7 Years,21,16,9,2016-06-11
2016-06-11_24,24,Desiigner,Panda,14,12,8,2016-06-11
2016-06-11_25,25,Ariana Grande,Into You,0,25,1,2016-06-11
2016-06-18_1,1,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,0,1,14,2016-06-18
2016-06-18_2,2,Justin Bieber,Sorry,2,1,32,2016-06-18
2016-06-18_3,3,Mike Posner,I Took A Pill In Ibiza,3,3,11,2016-06-18
2016-06-18_4,4,Sia Featuring Sean Paul,Cheap Thrills,5,4,9,2016-06-18
2016-06-18_5,5,Alan Walker,Faded,4,3,13,2016-06-18
2016-06-18_6,6,Nicky Jam,Hasta El Amanecer,6,5,20,2016-06-18
2016-06-18_7,7,J Balvin,Bobo,9,7,3,2016-06-18
2016-06-18_8,8,twenty one pilots,Stressed Out,10,4,15,2016-06-18
2016-06-18_9,9,Chino & Nacho Featuring Daddy Yankee,Andas En Mi Cabeza,8,8,6,2016-06-18
2016-06-18_10,10,Fifth Harmony Featuring Kid Ink,Worth It,13,4,50,2016-06-18
2016-06-18_11,11,Coldplay,Hymn For The Weekend,12,7,18,2016-06-18
2016-06-18_12,12,Joey Montana Featuring Akon & Mohombi,Picky,14,12,11,2016-06-18
2016-06-18_13,13,Adele,Send My Love (To Your New Lover),7,7,2,2016-06-18
2016-06-18_14,14,Mark Ronson Featuring Bruno Mars,Uptown Funk!,21,1,76,2016-06-18
2016-06-18_15,15,MCs Zaac & Jerry,Bumbum Granada,19,15,2,2016-06-18
2016-06-18_16,16,Meghan Trainor,No,11,4,10,2016-06-18
2016-06-18_17,17,Ariana Grande,Into You,25,17,2,2016-06-18
2016-06-18_18,18,Maluma Featuring Yandel,El Perdedor,20,12,5,2016-06-18
2016-06-18_19,19,Rihanna Featuring Drake,Work,0,2,14,2016-06-18
2016-06-18_20,20,Enrique Iglesias Featuring Wisin,Duele El Corazon,15,13,5,2016-06-18
2016-06-18_21,21,Jennifer Lopez,Ain't Your Mama,0,6,3,2016-06-18
2016-06-18_22,22,Ariana Grande,Dangerous Woman,0,17,7,2016-06-18
2016-06-18_23,23,Maroon 5,Sugar,0,1,65,2016-06-18
2016-06-18_24,24,Zara Larsson,Lush Life,0,24,1,2016-06-18
2016-06-18_25,25,Drake,Hotline Bling,0,3,29,2016-06-18
2016-06-25_1,1,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,0,1,15,2016-06-25
2016-06-25_2,2,Mike Posner,I Took A Pill In Ibiza,3,2,12,2016-06-25
2016-06-25_3,3,Justin Bieber,Sorry,2,1,33,2016-06-25
2016-06-25_4,4,Rihanna Featuring Drake,Work,19,2,15,2016-06-25
2016-06-25_5,5,Sia Featuring Sean Paul,Cheap Thrills,4,4,10,2016-06-25
2016-06-25_6,6,Nicky Jam,Hasta El Amanecer,6,5,21,2016-06-25
2016-06-25_7,7,Alan Walker,Faded,5,3,14,2016-06-25
2016-06-25_8,8,J Balvin,Bobo,7,7,4,2016-06-25
2016-06-25_9,9,Joey Montana Featuring Akon & Mohombi,Picky,12,9,12,2016-06-25
2016-06-25_10,10,twenty one pilots,Stressed Out,8,4,16,2016-06-25
2016-06-25_11,11,Chino & Nacho Featuring Daddy Yankee,Andas En Mi Cabeza,9,8,7,2016-06-25
2016-06-25_12,12,Justin Bieber,Love Yourself,0,4,25,2016-06-25
2016-06-25_13,13,Coldplay,Hymn For The Weekend,11,7,19,2016-06-25
2016-06-25_14,14,Maluma Featuring Yandel,El Perdedor,18,12,6,2016-06-25
2016-06-25_15,15,Fifth Harmony Featuring Kid Ink,Worth It,10,4,51,2016-06-25
2016-06-25_16,16,Mark Ronson Featuring Bruno Mars,Uptown Funk!,14,1,77,2016-06-25
2016-06-25_17,17,Wiz Khalifa Featuring Charlie Puth,See You Again,0,1,61,2016-06-25
